Sentence #,Word,Tag
Sentence: 2,",",O
Sentence: 2,10,O
Sentence: 2,(,O
Sentence: 2,,O
Sentence: 2,-,O
Sentence: 2,8,O
Sentence: 2,),O
Sentence: 2,to,O
Sentence: 2,10,O
Sentence: 2,(,O
Sentence: 2,,O
Sentence: 2,-,O
Sentence: 2,4,O
Sentence: 2,),O
Sentence: 2,M,O
Sentence: 2,",",O
Sentence: 2,did,O
Sentence: 2,not,O
Sentence: 2,influence,O
Sentence: 2,clonidine,B-Chemical
Sentence: 2,-,O
Sentence: 2,suppressible,O
Sentence: 2,binding,O
Sentence: 2,of,O
Sentence: 2,[,O
Sentence: 2,3H,O
Sentence: 2,],O
Sentence: 2,,O
Sentence: 2,-,O
Sentence: 2,dihydroergocryptine,O
Sentence: 2,(,O
Sentence: 2,1,O
Sentence: 2,nM,O
Sentence: 2,),O
Sentence: 2,.,O
Sentence: 2,These,O
Sentence: 2,findings,O
Sentence: 2,indicate,O
Sentence: 2,that,O
Sentence: 2,in,O
Sentence: 2,spontaneously,O
Sentence: 2,hypertensive,B-Disease
Sentence: 2,rats,O
Sentence: 2,the,O
Sentence: 2,effects,O
Sentence: 2,of,O
Sentence: 2,central,O
Sentence: 2,alpha,O
Sentence: 2,-,O
Sentence: 2,adrenoceptor,O
Sentence: 2,stimulation,O
Sentence: 2,involve,O
Sentence: 2,activation,O
Sentence: 2,of,O
Sentence: 2,opiate,O
Sentence: 2,receptors,O
Sentence: 2,.,O
Sentence: 2,As,O
Sentence: 2,naloxone,B-Chemical
Sentence: 2,and,O
Sentence: 2,clonidine,B-Chemical
Sentence: 2,do,O
Sentence: 2,not,O
Sentence: 2,appear,O
Sentence: 2,to,O
Sentence: 2,interact,O
Sentence: 2,with,O
Sentence: 2,the,O
Sentence: 2,same,O
Sentence: 2,receptor,O
Sentence: 2,site,O
Sentence: 2,",",O
Sentence: 2,the,O
Sentence: 2,observed,O
Sentence: 2,functional,O
Sentence: 2,antagonism,O
Sentence: 2,suggests,O
Sentence: 2,the,O
Sentence: 2,release,O
Sentence: 2,of,O
Sentence: 2,an,O
Sentence: 2,endogenous,O
Sentence: 2,opiate,O
Sentence: 2,by,O
Sentence: 2,clonidine,B-Chemical
Sentence: 2,or,O
Sentence: 2,alpha,O
Sentence: 2,-,O
Sentence: 2,methyldopa,O
Sentence: 2,and,O
Sentence: 2,the,O
Sentence: 2,possible,O
Sentence: 2,role,O
Sentence: 2,of,O
Sentence: 2,the,O
Sentence: 2,opiate,O
Sentence: 2,in,O
Sentence: 2,the,O
Sentence: 2,central,O
Sentence: 2,control,O
Sentence: 2,of,O
Sentence: 2,sympathetic,O
Sentence: 2,tone,O
Sentence: 2,.,O
Sentence: 3,Lidocaine,B-Chemical
Sentence: 3,-,O
Sentence: 3,induced,O
Sentence: 3,cardiac,B-Disease
Sentence: 3,asystole,I-Disease
Sentence: 3,.,O
Sentence: 4,Intravenous,O
Sentence: 4,administration,O
Sentence: 4,of,O
Sentence: 4,a,O
Sentence: 4,single,O
Sentence: 4,50,O
Sentence: 4,-,O
Sentence: 4,mg,O
Sentence: 4,bolus,O
Sentence: 4,of,O
Sentence: 4,lidocaine,B-Chemical
Sentence: 4,in,O
Sentence: 4,a,O
Sentence: 4,67,O
Sentence: 4,-,O
Sentence: 4,year,O
Sentence: 4,-,O
Sentence: 4,old,O
Sentence: 4,man,O
Sentence: 4,resulted,O
Sentence: 4,in,O
Sentence: 4,profound,O
Sentence: 4,depression,B-Disease
Sentence: 4,of,O
Sentence: 4,the,O
Sentence: 4,activity,O
Sentence: 4,of,O
Sentence: 4,the,O
Sentence: 4,sinoatrial,O
Sentence: 4,and,O
Sentence: 4,atrioventricular,O
Sentence: 4,nodal,O
Sentence: 4,pacemakers,O
Sentence: 4,.,O
Sentence: 4,The,O
Sentence: 4,patient,O
Sentence: 4,had,O
Sentence: 4,no,O
Sentence: 4,apparent,O
Sentence: 4,associated,O
Sentence: 4,conditions,O
Sentence: 4,which,O
Sentence: 4,might,O
Sentence: 4,have,O
Sentence: 4,predisposed,O
Sentence: 4,him,O
Sentence: 4,to,O
Sentence: 4,the,O
Sentence: 4,development,O
Sentence: 4,of,O
Sentence: 4,bradyarrhythmias,B-Disease
Sentence: 4,;,O
Sentence: 4,and,O
Sentence: 4,",",O
Sentence: 4,thus,O
Sentence: 4,",",O
Sentence: 4,this,O
Sentence: 4,probably,O
Sentence: 4,represented,O
Sentence: 4,a,O
Sentence: 4,true,O
Sentence: 4,idiosyncrasy,O
Sentence: 4,to,O
Sentence: 4,lidocaine,B-Chemical
Sentence: 4,.,O
Sentence: 5,Suxamethonium,B-Chemical
Sentence: 5,infusion,O
Sentence: 5,rate,O
Sentence: 5,and,O
Sentence: 5,observed,O
Sentence: 5,fasciculations,B-Disease
Sentence: 5,.,O
Sentence: 5,A,O
Sentence: 5,dose,O
Sentence: 5,-,O
Sentence: 5,response,O
Sentence: 5,study,O
Sentence: 5,.,O
Sentence: 6,Suxamethonium,B-Chemical
Sentence: 6,chloride,I-Chemical
Sentence: 6,(,O
Sentence: 6,Sch,B-Chemical
Sentence: 6,),O
Sentence: 6,was,O
Sentence: 6,administered,O
Sentence: 6,i.v,O
Sentence: 6,.,O
Sentence: 6,to,O
Sentence: 6,36,O
Sentence: 6,adult,O
Sentence: 6,males,O
Sentence: 6,at,O
Sentence: 6,six,O
Sentence: 6,rates,O
Sentence: 6,:,O
Sentence: 6,0.25,O
Sentence: 6,mg,O
Sentence: 6,s,O
Sentence: 6,-,O
Sentence: 6,1,O
Sentence: 6,to,O
Sentence: 6,20,O
Sentence: 6,mg,O
Sentence: 6,s,O
Sentence: 6,-,O
Sentence: 6,1,O
Sentence: 6,.,O
Sentence: 6,The,O
Sentence: 6,infusion,O
Sentence: 6,was,O
Sentence: 6,discontinued,O
Sentence: 6,either,O
Sentence: 6,when,O
Sentence: 6,there,O
Sentence: 6,was,O
Sentence: 6,no,O
Sentence: 6,muscular,O
Sentence: 6,response,O
Sentence: 6,to,O
Sentence: 6,tetanic,B-Disease
Sentence: 6,stimulation,O
Sentence: 6,of,O
Sentence: 6,the,O
Sentence: 6,ulnar,O
Sentence: 6,nerve,O
Sentence: 6,or,O
Sentence: 6,when,O
Sentence: 6,Sch,B-Chemical
Sentence: 6,120,O
Sentence: 6,mg,O
Sentence: 6,was,O
Sentence: 6,exceeded,O
Sentence: 6,.,O
Sentence: 6,Six,O
Sentence: 6,additional,O
Sentence: 6,patients,O
Sentence: 6,received,O
Sentence: 6,a,O
Sentence: 6,30,O
Sentence: 6,-,O
Sentence: 6,mg,O
Sentence: 6,i.v,O
Sentence: 6,.,O
Sentence: 6,bolus,O
Sentence: 6,dose,O
Sentence: 6,.,O
Sentence: 6,Fasciculations,B-Disease
Sentence: 6,in,O
Sentence: 6,six,O
Sentence: 6,areas,O
Sentence: 6,of,O
Sentence: 6,the,O
Sentence: 6,body,O
Sentence: 6,were,O
Sentence: 6,scored,O
Sentence: 6,from,O
Sentence: 6,0,O
Sentence: 6,to,O
Sentence: 6,3,O
Sentence: 6,and,O
Sentence: 6,summated,O
Sentence: 6,as,O
Sentence: 6,a,O
Sentence: 6,total,O
Sentence: 6,fasciculation,B-Disease
Sentence: 6,score,O
Sentence: 6,.,O
Sentence: 6,The,O
Sentence: 6,times,O
Sentence: 6,to,O
Sentence: 6,first,O
Sentence: 6,fasciculation,B-Disease
Sentence: 6,",",O
Sentence: 6,twitch,B-Disease
Sentence: 6,suppression,O
Sentence: 6,and,O
Sentence: 6,tetanus,B-Disease
Sentence: 6,suppression,O
Sentence: 6,were,O
Sentence: 6,inversely,O
Sentence: 6,related,O
Sentence: 6,to,O
Sentence: 6,the,O
Sentence: 6,infusion,O
Sentence: 6,rates,O
Sentence: 6,.,O
Sentence: 6,Fasciculations,B-Disease
Sentence: 6,in,O
Sentence: 6,the,O
Sentence: 6,six,O
Sentence: 6,areas,O
Sentence: 6,and,O
Sentence: 6,the,O
Sentence: 6,total,O
Sentence: 6,fasciculation,B-Disease
Sentence: 6,score,O
Sentence: 6,were,O
Sentence: 6,related,O
Sentence: 6,directly,O
Sentence: 6,to,O
Sentence: 6,the,O
Sentence: 6,rate,O
Sentence: 6,of,O
Sentence: 6,infusion,O
Sentence: 6,.,O
Sentence: 6,Total,O
Sentence: 6,fasciculation,B-Disease
Sentence: 6,scores,O
Sentence: 6,in,O
Sentence: 6,the,O
Sentence: 6,30,O
Sentence: 6,-,O
Sentence: 6,mg,O
Sentence: 6,bolus,O
Sentence: 6,group,O
Sentence: 6,and,O
Sentence: 6,the,O
Sentence: 6,5,O
Sentence: 6,-,O
Sentence: 6,mg,O
Sentence: 6,s,O
Sentence: 6,-,O
Sentence: 6,1,O
Sentence: 6,and,O
Sentence: 6,20,O
Sentence: 6,-,O
Sentence: 6,mg,O
Sentence: 6,s,O
Sentence: 6,-,O
Sentence: 6,1,O
Sentence: 6,infusion,O
Sentence: 6,groups,O
Sentence: 6,were,O
Sentence: 6,not,O
Sentence: 6,significantly,O
Sentence: 6,different,O
Sentence: 6,.,O
Sentence: 7,Galanthamine,B-Chemical
Sentence: 7,hydrobromide,I-Chemical
Sentence: 7,",",O
Sentence: 7,a,O
Sentence: 7,longer,O
Sentence: 7,acting,O
Sentence: 7,anticholinesterase,O
Sentence: 7,drug,O
Sentence: 7,",",O
Sentence: 7,in,O
Sentence: 7,the,O
Sentence: 7,treatment,O
Sentence: 7,of,O
Sentence: 7,the,O
Sentence: 7,central,O
Sentence: 7,effects,O
Sentence: 7,of,O
Sentence: 7,scopolamine,B-Chemical
Sentence: 7,(,O
Sentence: 7,Hyoscine,B-Chemical
Sentence: 7,),O
Sentence: 7,.,O
Sentence: 8,Galanthamine,B-Chemical
Sentence: 8,hydrobromide,I-Chemical
Sentence: 8,",",O
Sentence: 8,an,O
Sentence: 8,anticholinesterase,O
Sentence: 8,drug,O
Sentence: 8,capable,O
Sentence: 8,of,O
Sentence: 8,penetrating,O
Sentence: 8,the,O
Sentence: 8,blood,O
Sentence: 8,-,O
Sentence: 8,brain,O
Sentence: 8,barrier,O
Sentence: 8,",",O
Sentence: 8,was,O
Sentence: 8,used,O
Sentence: 8,in,O
Sentence: 8,a,O
Sentence: 8,patient,O
Sentence: 8,demonstrating,O
Sentence: 8,central,O
Sentence: 8,effects,O
Sentence: 8,of,O
Sentence: 8,scopolamine,B-Chemical
Sentence: 8,(,O
Sentence: 8,hyoscine,B-Chemical
Sentence: 8,),O
Sentence: 8,overdosage,B-Disease
Sentence: 8,.,O
Sentence: 8,It,O
Sentence: 8,is,O
Sentence: 8,longer,O
Sentence: 8,acting,O
Sentence: 8,than,O
Sentence: 8,physostigmine,B-Chemical
Sentence: 8,and,O
Sentence: 8,is,O
Sentence: 8,used,O
Sentence: 8,in,O
Sentence: 8,anaesthesia,O
Sentence: 8,to,O
Sentence: 8,reverse,O
Sentence: 8,the,O
Sentence: 8,non,O
Sentence: 8,-,O
Sentence: 8,depolarizing,O
Sentence: 8,neuromuscular,O
Sentence: 8,block,O
Sentence: 8,.,O
Sentence: 8,However,O
Sentence: 8,",",O
Sentence: 8,studies,O
Sentence: 8,into,O
Sentence: 8,the,O
Sentence: 8,dose,O
Sentence: 8,necessary,O
Sentence: 8,to,O
Sentence: 8,combating,O
Sentence: 8,scopolamine,B-Chemical
Sentence: 8,intoxication,O
Sentence: 8,are,O
Sentence: 8,indicated,O
Sentence: 8,.,O
Sentence: 9,Effects,O
Sentence: 9,of,O
Sentence: 9,uninephrectomy,O
Sentence: 9,and,O
Sentence: 9,high,O
Sentence: 9,protein,O
Sentence: 9,feeding,O
Sentence: 9,on,O
Sentence: 9,lithium,B-Chemical
Sentence: 9,-,O
Sentence: 9,induced,O
Sentence: 9,chronic,B-Disease
Sentence: 9,renal,I-Disease
Sentence: 9,failure,I-Disease
Sentence: 9,in,O
Sentence: 9,rats,O
Sentence: 9,.,O
Sentence: 10,Rats,O
Sentence: 10,with,O
Sentence: 10,lithium,B-Chemical
Sentence: 10,-,O
Sentence: 10,induced,O
Sentence: 10,nephropathy,B-Disease
Sentence: 10,were,O
Sentence: 10,subjected,O
Sentence: 10,to,O
Sentence: 10,high,O
Sentence: 10,protein,O
Sentence: 10,(,O
Sentence: 10,HP,O
Sentence: 10,),O
Sentence: 10,feeding,O
Sentence: 10,",",O
Sentence: 10,uninephrectomy,O
Sentence: 10,(,O
Sentence: 10,NX,O
Sentence: 10,),O
Sentence: 10,or,O
Sentence: 10,a,O
Sentence: 10,combination,O
Sentence: 10,of,O
Sentence: 10,these,O
Sentence: 10,",",O
Sentence: 10,in,O
Sentence: 10,an,O
Sentence: 10,attempt,O
Sentence: 10,to,O
Sentence: 10,induce,O
Sentence: 10,glomerular,O
Sentence: 10,hyperfiltration,O
Sentence: 10,and,O
Sentence: 10,further,O
Sentence: 10,progression,O
Sentence: 10,of,O
Sentence: 10,renal,B-Disease
Sentence: 10,failure,I-Disease
Sentence: 10,.,O
Sentence: 10,Newborn,O
Sentence: 10,female,O
Sentence: 10,Wistar,O
Sentence: 10,rats,O
Sentence: 10,were,O
Sentence: 10,fed,O
Sentence: 10,a,O
Sentence: 10,lithium,B-Chemical
Sentence: 10,-,O
Sentence: 10,containing,O
Sentence: 10,diet,O
Sentence: 10,(,O
Sentence: 10,50,O
Sentence: 10,mmol,O
Sentence: 10,/,O
Sentence: 10,kg,O
Sentence: 10,),O
Sentence: 10,for,O
Sentence: 10,8,O
Sentence: 10,weeks,O
Sentence: 10,and,O
Sentence: 10,then,O
Sentence: 10,randomized,O
Sentence: 10,to,O
Sentence: 10,normal,O
Sentence: 10,diet,O
Sentence: 10,",",O
Sentence: 10,HP,O
Sentence: 10,diet,O
Sentence: 10,(,O
Sentence: 10,40,O
Sentence: 10,vs.,O
Sentence: 10,19,O
Sentence: 10,%,O
Sentence: 10,),O
Sentence: 10,",",O
Sentence: 10,NX,O
Sentence: 10,or,O
Sentence: 10,HP+NX,O
Sentence: 10,for,O
Sentence: 10,another,O
Sentence: 10,8,O
Sentence: 10,weeks,O
Sentence: 10,.,O
Sentence: 10,Corresponding,O
Sentence: 10,non,O
Sentence: 10,-,O
Sentence: 10,lithium,B-Chemical
Sentence: 10,pretreated,O
Sentence: 10,groups,O
Sentence: 10,were,O
Sentence: 10,generated,O
Sentence: 10,.,O
Sentence: 10,When,O
Sentence: 10,comparing,O
Sentence: 10,all,O
Sentence: 10,lithium,B-Chemical
Sentence: 10,treated,O
Sentence: 10,versus,O
Sentence: 10,non,O
Sentence: 10,-,O
Sentence: 10,lithium,B-Chemical
Sentence: 10,-,O
Sentence: 10,treated,O
Sentence: 10,groups,O
Sentence: 10,",",O
Sentence: 10,lithium,B-Chemical
Sentence: 10,caused,O
Sentence: 10,a,O
Sentence: 10,reduction,O
Sentence: 10,in,O
Sentence: 10,glomerular,O
Sentence: 10,filtration,O
Sentence: 10,rate,O
Sentence: 10,(,O
Sentence: 10,GFR,O
Sentence: 10,),O
Sentence: 10,without,O
Sentence: 10,significant,O
Sentence: 10,changes,O
Sentence: 10,in,O
Sentence: 10,effective,O
Sentence: 10,renal,O
Sentence: 10,plasma,O
Sentence: 10,flow,O
Sentence: 10,(,O
Sentence: 10,as,O
Sentence: 10,determined,O
Sentence: 10,by,O
Sentence: 10,a,O
Sentence: 10,marker,O
Sentence: 10,secreted,O
Sentence: 10,into,O
Sentence: 10,the,O
Sentence: 10,proximal,O
Sentence: 10,tubules,O
Sentence: 10,),O
Sentence: 10,or,O
Sentence: 10,lithium,B-Chemical
Sentence: 10,clearance,O
Sentence: 10,.,O
Sentence: 10,Consequently,O
Sentence: 10,",",O
Sentence: 10,lithium,B-Chemical
Sentence: 10,pretreatment,O
Sentence: 10,caused,O
Sentence: 10,a,O
Sentence: 10,fall,O
Sentence: 10,in,O
Sentence: 10,filtration,O
Sentence: 10,fraction,O
Sentence: 10,and,O
Sentence: 10,an,O
Sentence: 10,increase,O
Sentence: 10,in,O
Sentence: 10,fractional,O
Sentence: 10,Li,B-Chemical
Sentence: 10,excretion,O
Sentence: 10,.,O
Sentence: 10,Lithium,B-Chemical
Sentence: 10,also,O
Sentence: 10,caused,O
Sentence: 10,proteinuria,B-Disease
Sentence: 10,and,O
Sentence: 10,systolic,O
Sentence: 10,hypertension,B-Disease
Sentence: 10,in,O
Sentence: 10,absence,O
Sentence: 10,of,O
Sentence: 10,glomerulosclerosis,B-Disease
Sentence: 10,.,O
Sentence: 10,HP,O
Sentence: 10,failed,O
Sentence: 10,to,O
Sentence: 10,accentuante,O
Sentence: 10,progression,O
Sentence: 10,of,O
Sentence: 10,renal,B-Disease
Sentence: 10,failure,I-Disease
Sentence: 10,and,O
Sentence: 10,in,O
Sentence: 10,fact,O
Sentence: 10,tended,O
Sentence: 10,to,O
Sentence: 10,increase,O
Sentence: 10,GFR,O
Sentence: 10,and,O
Sentence: 10,decrease,O
Sentence: 10,plasma,O
Sentence: 10,creatinine,B-Chemical
Sentence: 10,levels,O
Sentence: 10,in,O
Sentence: 10,lithium,B-Chemical
Sentence: 10,pretreated,O
Sentence: 10,rats,O
Sentence: 10,.,O
Sentence: 10,NX,O
Sentence: 10,caused,O
Sentence: 10,an,O
Sentence: 10,additive,O
Sentence: 10,deterioration,O
Sentence: 10,in,O
Sentence: 10,GFR,O
Sentence: 10,which,O
Sentence: 10,",",O
Sentence: 10,however,O
Sentence: 10,",",O
Sentence: 10,was,O
Sentence: 10,ameliorated,O
Sentence: 10,by,O
Sentence: 10,HP,O
Sentence: 10,.,O
Sentence: 10,NX+HP,O
Sentence: 10,caused,O
Sentence: 10,a,O
Sentence: 10,further,O
Sentence: 10,rise,O
Sentence: 10,in,O
Sentence: 10,blood,O
Sentence: 10,pressure,O
Sentence: 10,in,O
Sentence: 10,Li,B-Chemical
Sentence: 10,-,O
Sentence: 10,pretreated,O
Sentence: 10,rats,O
Sentence: 10,.,O
Sentence: 10,The,O
Sentence: 10,results,O
Sentence: 10,indicate,O
Sentence: 10,that,O
Sentence: 10,Li,B-Chemical
Sentence: 10,-,O
Sentence: 10,induced,O
Sentence: 10,nephropathy,B-Disease
Sentence: 10,",",O
Sentence: 10,even,O
Sentence: 10,when,O
Sentence: 10,the,O
Sentence: 10,GFR,O
Sentence: 10,is,O
Sentence: 10,only,O
Sentence: 10,modestly,O
Sentence: 10,reduced,O
Sentence: 10,",",O
Sentence: 10,is,O
Sentence: 10,associated,O
Sentence: 10,with,O
Sentence: 10,proteinuria,B-Disease
Sentence: 10,and,O
Sentence: 10,arterial,O
Sentence: 10,systolic,O
Sentence: 10,hypertension,B-Disease
Sentence: 10,.,O
Sentence: 10,In,O
Sentence: 10,this,O
Sentence: 10,model,O
Sentence: 10,of,O
Sentence: 10,chronic,B-Disease
Sentence: 10,renal,I-Disease
Sentence: 10,failure,I-Disease
Sentence: 10,the,O
Sentence: 10,decline,O
Sentence: 10,in,O
Sentence: 10,GFR,O
Sentence: 10,is,O
Sentence: 10,not,O
Sentence: 10,accompanied,O
Sentence: 10,by,O
Sentence: 10,a,O
Sentence: 10,corresponding,O
Sentence: 10,fall,O
Sentence: 10,in,O
Sentence: 10,effective,O
Sentence: 10,renal,O
Sentence: 10,plasma,O
Sentence: 10,flow,O
Sentence: 10,",",O
Sentence: 10,which,O
Sentence: 10,may,O
Sentence: 10,be,O
Sentence: 10,the,O
Sentence: 10,functional,O
Sentence: 10,expression,O
Sentence: 10,of,O
Sentence: 10,the,O
Sentence: 10,formation,O
Sentence: 10,of,O
Sentence: 10,nonfiltrating,O
Sentence: 10,atubular,O
Sentence: 10,glomeruli,O
Sentence: 10,.,O
Sentence: 10,The,O
Sentence: 10,fractional,O
Sentence: 10,reabsorption,O
Sentence: 10,of,O
Sentence: 10,tubular,O
Sentence: 10,fluid,O
Sentence: 10,by,O
Sentence: 10,the,O
Sentence: 10,proximal,O
Sentence: 10,tubules,O
Sentence: 10,is,O
Sentence: 10,reduced,O
Sentence: 10,",",O
Sentence: 10,leaving,O
Sentence: 10,the,O
Sentence: 10,distal,O
Sentence: 10,delivery,O
Sentence: 10,unchanged,O
Sentence: 10,.,O
Sentence: 10,(,O
Sentence: 10,ABSTRACT,O
Sentence: 10,TRUNCATED,O
Sentence: 10,AT,O
Sentence: 10,250,O
Sentence: 10,WORDS,O
Sentence: 10,),O
Sentence: 11,Treatment,O
Sentence: 11,of,O
Sentence: 11,Crohn,B-Disease
Sentence: 11,'s,I-Disease
Sentence: 11,disease,I-Disease
Sentence: 11,with,O
Sentence: 11,fusidic,B-Chemical
Sentence: 11,acid,I-Chemical
Sentence: 11,:,O
Sentence: 11,an,O
Sentence: 11,antibiotic,O
Sentence: 11,with,O
Sentence: 11,immunosuppressive,O
Sentence: 11,properties,O
Sentence: 11,similar,O
Sentence: 11,to,O
Sentence: 11,cyclosporin,B-Chemical
Sentence: 11,.,O
Sentence: 12,Fusidic,B-Chemical
Sentence: 12,acid,I-Chemical
Sentence: 12,is,O
Sentence: 12,an,O
Sentence: 12,antibiotic,O
Sentence: 12,with,O
Sentence: 12,T,O
Sentence: 12,-,O
Sentence: 12,cell,O
Sentence: 12,specific,O
Sentence: 12,immunosuppressive,O
Sentence: 12,effects,O
Sentence: 12,similar,O
Sentence: 12,to,O
Sentence: 12,those,O
Sentence: 12,of,O
Sentence: 12,cyclosporin,B-Chemical
Sentence: 12,.,O
Sentence: 12,Because,O
Sentence: 12,of,O
Sentence: 12,the,O
Sentence: 12,need,O
Sentence: 12,for,O
Sentence: 12,the,O
Sentence: 12,development,O
Sentence: 12,of,O
Sentence: 12,new,O
Sentence: 12,treatments,O
Sentence: 12,for,O
Sentence: 12,Crohn,B-Disease
Sentence: 12,'s,I-Disease
Sentence: 12,disease,I-Disease
Sentence: 12,",",O
Sentence: 12,a,O
Sentence: 12,pilot,O
Sentence: 12,study,O
Sentence: 12,was,O
Sentence: 12,undertaken,O
Sentence: 12,to,O
Sentence: 12,estimate,O
Sentence: 12,the,O
Sentence: 12,pharmacodynamics,O
Sentence: 12,and,O
Sentence: 12,tolerability,O
Sentence: 12,of,O
Sentence: 12,fusidic,B-Chemical
Sentence: 12,acid,I-Chemical
Sentence: 12,treatment,O
Sentence: 12,in,O
Sentence: 12,chronic,O
Sentence: 12,active,O
Sentence: 12,",",O
Sentence: 12,therapy,O
Sentence: 12,-,O
Sentence: 12,resistant,O
Sentence: 12,patients,O
Sentence: 12,.,O
Sentence: 12,Eight,O
Sentence: 12,Crohn,B-Disease
Sentence: 12,'s,I-Disease
Sentence: 12,disease,I-Disease
Sentence: 12,patients,O
Sentence: 12,were,O
Sentence: 12,included,O
Sentence: 12,.,O
Sentence: 12,Fusidic,B-Chemical
Sentence: 12,acid,I-Chemical
Sentence: 12,was,O
Sentence: 12,administered,O
Sentence: 12,orally,O
Sentence: 12,in,O
Sentence: 12,a,O
Sentence: 12,dose,O
Sentence: 12,of,O
Sentence: 12,500,O
Sentence: 12,mg,O
Sentence: 12,t.d.s,O
Sentence: 12,.,O
Sentence: 12,and,O
Sentence: 12,the,O
Sentence: 12,treatment,O
Sentence: 12,was,O
Sentence: 12,planned,O
Sentence: 12,to,O
Sentence: 12,last,O
Sentence: 12,8,O
Sentence: 12,weeks,O
Sentence: 12,.,O
Sentence: 12,The,O
Sentence: 12,disease,O
Sentence: 12,activity,O
Sentence: 12,was,O
Sentence: 12,primarily,O
Sentence: 12,measured,O
Sentence: 12,by,O
Sentence: 12,a,O
Sentence: 12,modified,O
Sentence: 12,individual,O
Sentence: 12,grading,O
Sentence: 12,score,O
Sentence: 12,.,O
Sentence: 12,Five,O
Sentence: 12,of,O
Sentence: 12,8,O
Sentence: 12,patients,O
Sentence: 12,(,O
Sentence: 12,63,O
Sentence: 12,%,O
Sentence: 12,),O
Sentence: 12,improved,O
Sentence: 12,during,O
Sentence: 12,fusidic,B-Chemical
Sentence: 12,acid,I-Chemical
Sentence: 12,treatment,O
Sentence: 12,:,O
Sentence: 12,3,O
Sentence: 12,at,O
Sentence: 12,two,O
Sentence: 12,weeks,O
Sentence: 12,and,O
Sentence: 12,2,O
Sentence: 12,after,O
Sentence: 12,four,O
Sentence: 12,weeks,O
Sentence: 12,.,O
Sentence: 12,There,O
Sentence: 12,were,O
Sentence: 12,no,O
Sentence: 12,serious,O
Sentence: 12,clinical,O
Sentence: 12,side,O
Sentence: 12,effects,O
Sentence: 12,",",O
Sentence: 12,but,O
Sentence: 12,dose,O
Sentence: 12,reduction,O
Sentence: 12,was,O
Sentence: 12,required,O
