0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
14125,27418.0,14637.0,8851.0,10729.0,382.0,1781.0,2464.0,25648.0,27418.0,2835.0,8735.0,23914.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22222,2500.0,23134.0,22862.0,10586.0,19412.0,6558.0,4093.0,8728.0,27813.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13381,16031.0,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27519,3393.0,18463.0,26576.0,26407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21828,27751.0,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18209,3380.0,20771.0,5745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14414,26768.0,21910.0,24026.0,871.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20857,17240.0,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7195,26770.0,382.0,28349.0,6052.0,9895.0,12813.0,18012.0,27418.0,21659.0,8851.0,6161.0,9072.0,382.0,22099.0,12739.0,27418.0,24144.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001,14807.0,12615.0,16961.0,14807.0,3769.0,19143.0,14807.0,1020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3872,8851.0,24419.0,13749.0,25046.0,1345.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24381,3387.0,8851.0,4448.0,21399.0,11223.0,17839.0,26626.0,21304.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25435,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11377,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24574,27946.0,7917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6876,11778.0,18466.0,3786.0,14464.0,6876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22216,382.0,27719.0,23144.0,23134.0,24415.0,19354.0,382.0,17643.0,21959.0,8606.0,17916.0,18463.0,8232.0,7883.0,22331.0,25648.0,12482.0,24827.0,12482.0,15391.0,23134.0,18725.0,20408.0,382.0,3431.0,10901.0,13678.0,23820.0,22846.0,24269.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13895,23854.0,21643.0,8735.0,15636.0,19412.0,11009.0,7102.0,8735.0,9910.0,382.0,27719.0,27418.0,175.0,18463.0,27418.0,611.0,10939.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26422,20046.0,436.0,20053.0,18463.0,15670.0,2297.0,19412.0,8851.0,1592.0,12920.0,19376.0,19217.0,4522.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13441,25730.0,26770.0,22314.0,17397.0,9831.0,382.0,27418.0,17397.0,16405.0,19412.0,17397.0,21431.0,9949.0,23134.0,21101.0,9831.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22985,2541.0,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25969,16526.0,26553.0,27519.0,16974.0,26407.0,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11758,16226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3786,24946.0,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15212,23655.0,16356.0,22191.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,5396.0,436.0,22533.0,17277.0,25648.0,12765.0,21955.0,22331.0,25648.0,18306.0,10895.0,4920.0,22856.0,15245.0,25648.0,4086.0,23025.0,382.0,27418.0,20627.0,22417.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27664,7030.0,8735.0,26501.0,382.0,27430.0,21081.0,5471.0,19412.0,17.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24723,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6068,12363.0,18463.0,20389.0,19412.0,18953.0,3281.0,3142.0,19522.0,2298.0,23134.0,22650.0,7590.0,1004.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8576,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425,17384.0,1610.0,117.0,25144.0,11098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425,28113.0,18530.0,18463.0,7673.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15502,2254.0,7953.0,12884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8924,14.0,25648.0,10001.0,17738.0,5690.0,6132.0,545.0,2990.0,9819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13275,9905.0,10895.0,6297.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8088,21338.0,3269.0,26722.0,101.0,6064.0,19412.0,344.0,24575.0,101.0,382.0,28349.0,27418.0,26959.0,18463.0,27983.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26575,22728.0,19318.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13441,25730.0,4594.0,2284.0,23134.0,19376.0,21406.0,25648.0,19292.0,6157.0,12739.0,27418.0,133.0,19412.0,19372.0,8031.0,5300.0,10901.0,4793.0,16356.0,25648.0,19292.0,3270.0,25934.0,15314.0,14859.0,14724.0,25648.0,11376.0,19292.0,3688.0,20329.0,25727.0,23134.0,18706.0,12002.0,13316.0,8800.0,25648.0,19292.0,18374.0,26770.0,19376.0,24103.0,13641.0,27262.0,13316.0,5063.0,18239.0,13084.0,4413.0,22191.0,10901.0,13084.0,8068.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13166,14807.0,10134.0,6264.0,14807.0,24895.0,23607.0,14807.0,6439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24049,27751.0,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23619,15931.0,3380.0,8060.0,19135.0,14965.0,25648.0,983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13441,23320.0,7113.0,25744.0,8851.0,11391.0,21399.0,24156.0,19270.0,5787.0,27418.0,27888.0,16444.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23507,28380.0,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598,18532.0,3540.0,27519.0,15502.0,20857.0,26407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7195,6157.0,382.0,23149.0,5396.0,22831.0,2612.0,25730.0,25648.0,2281.0,25648.0,26128.0,16012.0,13749.0,27418.0,18853.0,23738.0,21399.0,10040.0,18463.0,26761.0,3372.0,12920.0,17266.0,14000.0,5473.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3680,1691.0,24461.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11343,17214.0,20080.0,117.0,6995.0,5518.0,3380.0,25989.0,21537.0,23617.0,19750.0,8298.0,5477.0,12482.0,21731.0,10901.0,22331.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598,23134.0,12771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,25501.0,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26319,21015.0,27751.0,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10082,3380.0,1743.0,25648.0,20119.0,15248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26422,8851.0,6734.0,27418.0,13654.0,18463.0,23743.0,18463.0,13316.0,19412.0,21577.0,23134.0,23743.0,18463.0,14563.0,21643.0,19412.0,8851.0,23837.0,19292.0,21731.0,14602.0,28253.0,23134.0,19376.0,21563.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24381,4307.0,18410.0,8851.0,19390.0,21498.0,8614.0,25648.0,5108.0,7740.0,19449.0,6949.0,25648.0,26375.0,6828.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8640,16860.0,9895.0,3380.0,20679.0,6518.0,11725.0,12920.0,3380.0,6870.0,13259.0,17882.0,5473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24381,26488.0,10509.0,2149.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3786,14251.0,23594.0,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26422,6157.0,27083.0,12920.0,24862.0,25648.0,23612.0,117.0,25144.0,24532.0,27274.0,26327.0,25443.0,16827.0,13766.0,382.0,9059.0,10899.0,26327.0,27083.0,11695.0,25648.0,16827.0,13766.0,25648.0,12048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8640,16860.0,9895.0,3380.0,20679.0,26398.0,19356.0,12920.0,3380.0,18588.0,2221.0,27470.0,19042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,28047.0,19042.0,19069.0,28269.0,14807.0,26968.0,8967.0,5756.0,14807.0,4793.0,27063.0,14807.0,5929.0,3532.0,14807.0,20437.0,8967.0,20263.0,14807.0,19149.0,9035.0,14807.0,28107.0,8967.0,18684.0,14807.0,27785.0,8967.0,15780.0,14807.0,23860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5031,12335.0,117.0,25144.0,14408.0,19376.0,4863.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26576,284.0,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6799,2594.0,5473.0,6083.0,8967.0,10739.0,8967.0,12845.0,17666.0,3595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16437,20857.0,5438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11932,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24555,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20857,25501.0,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18209,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24049,27751.0,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12986,13345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4462,9173.0,14471.0,18684.0,12366.0,19412.0,9998.0,22846.0,16824.0,7596.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20857,8576.0,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27282,22939.0,26327.0,23181.0,978.0,26327.0,25888.0,13260.0,26327.0,7474.0,1020.0,26327.0,837.0,3595.0,26327.0,26904.0,14962.0,26327.0,18272.0,19486.0,26327.0,17564.0,23010.0,21511.0,26327.0,127.0,10109.0,5911.0,26327.0,8953.0,10109.0,19808.0,26327.0,127.0,20064.0,24783.0,26327.0,6740.0,25936.0,26327.0,10768.0,9272.0,26327.0,28342.0,26852.0,26327.0,18536.0,10207.0,9655.0,26327.0,3964.0,1096.0,8728.0,15383.0,26327.0,8964.0,9610.0,26327.0,26525.0,8728.0,18836.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,
1010,4529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6068,20139.0,28300.0,117.0,25144.0,4031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27519,3393.0,18463.0,26576.0,26407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18846,28024.0,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060,11179.0,12920.0,7426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13441,25730.0,19372.0,23770.0,18577.0,14924.0,25648.0,10901.0,20449.0,19292.0,19372.0,4393.0,843.0,21147.0,12482.0,19390.0,7207.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19589,27476.0,13768.0,27476.0,21905.0,13426.0,7754.0,11991.0,15721.0,27519.0,1180.0,24758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20857,5438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24766,16807.0,24710.0,382.0,6856.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25136,2069.0,17685.0,5442.0,8735.0,2444.0,18279.0,27418.0,17685.0,10178.0,19412.0,27418.0,16147.0,26266.0,27196.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6068,28086.0,1859.0,11669.0,27486.0,19659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21119,21399.0,27418.0,17016.0,18463.0,17993.0,25648.0,25198.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9015,13174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4818,990.0,382.0,19390.0,3373.0,17869.0,18853.0,7895.0,19412.0,8851.0,17257.0,19412.0,18737.0,5108.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26576,284.0,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131,12884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25163,8851.0,19376.0,20741.0,18463.0,17008.0,25648.0,23181.0,18463.0,894.0,25648.0,22692.0,26968.0,25648.0,7926.0,12366.0,25648.0,25888.0,871.0,25648.0,7474.0,16206.0,19412.0,9436.0,3285.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
