0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
10315,22989.0,22485.0,15408.0,20992.0,21332.0,22485.0,26995.0,16580.0,21603.0,9727.0,5608.0,22485.0,3131.0,17.0,2646.0,3053.0,27851.0,10848.0,14247.0,16546.0,2629.0,1047.0,22989.0,21603.0,19187.0,8356.0,13541.0,,,,,,,,
21804,19033.0,22874.0,27261.0,12804.0,9033.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19502,21494.0,2629.0,9550.0,12297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6908,19187.0,26817.0,17814.0,10920.0,19187.0,13674.0,21332.0,19314.0,18647.0,4023.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,
19088,17289.0,21332.0,6669.0,21728.0,20512.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,19034.0,11292.0,5507.0,18012.0,7704.0,27993.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22508,22485.0,26995.0,17295.0,14823.0,27847.0,20332.0,21332.0,14247.0,3412.0,27674.0,2629.0,22485.0,14823.0,25477.0,6200.0,19356.0,7761.0,17815.0,510.0,19187.0,21149.0,4423.0,4380.0,2629.0,28181.0,1526.0,21728.0,16777.0,18415.0,5608.0,22485.0,18244.0,2629.0,,
11057,28033.0,21641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19130,16373.0,22951.0,27007.0,12623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22308,6252.0,21332.0,18327.0,22754.0,3171.0,21332.0,19356.0,8593.0,18518.0,20220.0,18153.0,12248.0,10848.0,16036.0,25314.0,12508.0,15664.0,2629.0,21442.0,2629.0,18327.0,22754.0,23557.0,19187.0,10683.0,9755.0,13419.0,13541.0,,,,,,,
15764,10520.0,18656.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11239,23894.0,19187.0,4564.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22792,20667.0,1790.0,24989.0,21715.0,21641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,22792.0,21641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11057,8362.0,19356.0,5256.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20963,15435.0,11434.0,15454.0,13757.0,14247.0,20582.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9827,25739.0,2239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3168,409.0,19356.0,13540.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19088,18190.0,1517.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18467,27962.0,21641.0,3168.0,26995.0,19251.0,9116.0,2693.0,24432.0,17814.0,20694.0,11981.0,19187.0,21803.0,19356.0,28036.0,168.0,25329.0,21862.0,22485.0,4489.0,2629.0,22485.0,20582.0,14673.0,1554.0,2225.0,16809.0,5608.0,22485.0,14385.0,19703.0,6705.0,26479.0,22265.0,12640.0
3681,228.0,11902.0,15454.0,19748.0,17846.0,21641.0,21677.0,19502.0,10701.0,12297.0,19748.0,22320.0,7196.0,19502.0,18518.0,11052.0,22873.0,,,,,,,,,,,,,,,,,,
3168,14453.0,15748.0,22754.0,20524.0,19502.0,23329.0,12297.0,13618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19946,27007.0,26677.0,4236.0,11764.0,27007.0,11440.0,23763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,19502.0,22698.0,28068.0,14019.0,7699.0,21178.0,27540.0,20053.0,9263.0,19187.0,25477.0,11451.0,13543.0,2831.0,9033.0,14673.0,3106.0,20053.0,13671.0,20998.0,13541.0,,,,,,,,,,,,,,
20718,3470.0,21608.0,23793.0,18175.0,18368.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18087,17815.0,7657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9340,13332.0,20581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7341,21641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9340,13682.0,21641.0,9524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107,22754.0,20524.0,19502.0,15106.0,12297.0,3601.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3168,26995.0,25059.0,7345.0,14673.0,15764.0,14051.0,10020.0,28068.0,19187.0,14673.0,15764.0,5020.0,18518.0,22485.0,22112.0,27469.0,28068.0,13541.0,,,,,,,,,,,,,,,,,
7606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5367,7491.0,2239.0,25866.0,7250.0,25872.0,17939.0,3511.0,27804.0,25872.0,13792.0,3511.0,18124.0,25872.0,18994.0,3833.0,25872.0,14307.0,5312.0,25872.0,7571.0,,,,,,,,,,,,,,,
13157,14553.0,12096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,3808.0,16373.0,21641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16373,4288.0,21641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7269,19277.0,25872.0,11954.0,25872.0,26093.0,25440.0,19355.0,25872.0,9854.0,3511.0,,,,,,,,,,,,,,,,,,,,,,,,,
22792,18233.0,21624.0,25767.0,21641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3681,4549.0,11888.0,21641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26621,25872.0,13481.0,3511.0,5544.0,25952.0,25872.0,9483.0,3511.0,13457.0,25872.0,12862.0,3511.0,11738.0,25872.0,24417.0,7677.0,25872.0,25409.0,23394.0,25872.0,4100.0,3511.0,22141.0,17565.0,25872.0,9343.0,3511.0,11463.0,1913.0,25872.0,14329.0,,,,
2622,22792.0,21641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7325,15244.0,12344.0,27347.0,21332.0,22485.0,26995.0,15503.0,1882.0,9332.0,22250.0,24772.0,21332.0,19187.0,14245.0,11700.0,17183.0,14245.0,15503.0,1882.0,7682.0,22485.0,24772.0,19356.0,13663.0,13541.0,,,,,,,,,,
16868,23588.0,26300.0,16337.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24893,21959.0,22792.0,21641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27479,410.0,22989.0,7460.0,256.0,21326.0,24771.0,21332.0,15764.0,26780.0,21332.0,5608.0,1159.0,1603.0,28281.0,21332.0,8702.0,11851.0,14247.0,7914.0,28259.0,21332.0,24322.0,21149.0,14247.0,22734.0,5608.0,22485.0,27719.0,2629.0,22485.0,9088.0,13541.0,,,
24893,21959.0,22792.0,21641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13077,19162.0,14866.0,4883.0,12300.0,21598.0,10018.0,19187.0,27968.0,3360.0,10018.0,5608.0,17718.0,12323.0,9464.0,13541.0,,,,,,,,,,,,,,,,,,,,
17405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18823,16203.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3168,26995.0,19356.0,7878.0,17815.0,534.0,7538.0,25872.0,21523.0,7793.0,15454.0,22678.0,5481.0,12161.0,,,,,,,,,,,,,,,,,,,,,,
3168,26995.0,19356.0,5608.0,23305.0,22989.0,3106.0,17150.0,25559.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25011,24005.0,19033.0,10119.0,26836.0,5608.0,15420.0,750.0,5608.0,22485.0,6383.0,19187.0,2229.0,5737.0,19187.0,25477.0,9590.0,13541.0,,,,,,,,,,,,,,,,,,
10036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20065,9379.0,4489.0,19356.0,23778.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8325,20053.0,4936.0,10709.0,19502.0,9675.0,7699.0,15428.0,25480.0,27569.0,14673.0,10232.0,2554.0,1522.0,14206.0,8828.0,20173.0,22485.0,3892.0,19187.0,25760.0,880.0,13541.0,,,,,,,,,,,,,
15386,27007.0,2486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,17815.0,4462.0,21641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9550,11888.0,21641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6780,15503.0,18089.0,19162.0,24867.0,19187.0,14245.0,19356.0,10308.0,12508.0,16336.0,17815.0,25346.0,13541.0,,,,,,,,,,,,,,,,,,,,,,
27900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27506,17429.0,19356.0,21682.0,12508.0,25203.0,19187.0,19257.0,8227.0,5608.0,22485.0,27257.0,2629.0,17989.0,26406.0,14289.0,19187.0,16254.0,1204.0,18415.0,13541.0,,,,,,,,,,,,,,,
23269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5374,21332.0,21958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27479,19356.0,25426.0,21087.0,16282.0,14673.0,22485.0,15244.0,5818.0,19187.0,13657.0,22456.0,21332.0,27803.0,6590.0,3533.0,19187.0,17199.0,3703.0,14673.0,18657.0,14673.0,14247.0,9366.0,962.0,14673.0,25899.0,18657.0,6975.0,17254.0,5539.0,13541.0,,,,
223,21641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27512,7175.0,15265.0,26814.0,14673.0,13274.0,11728.0,19190.0,16431.0,19356.0,5224.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,
20822,23894.0,19187.0,4564.0,21332.0,4423.0,5507.0,9249.0,21332.0,13519.0,8054.0,19187.0,373.0,13541.0,,,,,,,,,,,,,,,,,,,,,,
6880,2745.0,5608.0,14247.0,27351.0,14673.0,14247.0,6272.0,1039.0,21803.0,25333.0,15105.0,14247.0,13735.0,818.0,7241.0,13541.0,,,,,,,,,,,,,,,,,,,
6880,22485.0,26783.0,18919.0,14245.0,10094.0,8265.0,22989.0,2225.0,10611.0,6183.0,,,,,,,,,,,,,,,,,,,,,,,,,
11899,21332.0,17815.0,10969.0,21332.0,7704.0,17150.0,23894.0,11270.0,19187.0,7704.0,22209.0,19309.0,24943.0,13541.0,,,,,,,,,,,,,,,,,,,,,
15928,22485.0,20620.0,16859.0,23129.0,14673.0,22485.0,9313.0,4066.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,
28028,5608.0,1290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6880,10452.0,21332.0,14245.0,21454.0,19576.0,11633.0,21332.0,14247.0,20822.0,15095.0,4265.0,25658.0,21332.0,19187.0,24722.0,11936.0,27403.0,14673.0,22686.0,13541.0,,,,,,,,,,,,,,,
19516,21641.0,26747.0,5488.0,8732.0,20017.0,22760.0,16203.0,1204.0,14744.0,5789.0,20053.0,21332.0,4423.0,20409.0,13541.0,,,,,,,,,,,,,,,,,,,,
7013,2629.0,7246.0,21641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22722,3188.0,21641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3168,26995.0,410.0,22989.0,23287.0,28068.0,17815.0,22485.0,18534.0,2629.0,7241.0,14673.0,14247.0,25064.0,18427.0,2629.0,23591.0,24902.0,19314.0,21743.0,24322.0,19526.0,8944.0,5078.0,8882.0,13541.0,,,,,,,,,,
3367,12508.0,14247.0,10151.0,2629.0,19392.0,17327.0,21332.0,16254.0,6706.0,3391.0,21332.0,8808.0,15476.0,9033.0,21332.0,14516.0,19187.0,14936.0,19162.0,9201.0,25694.0,16793.0,13541.0,,,,,,,,,,,,
25872,16413.0,10701.0,5365.0,27347.0,21332.0,14673.0,9027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4712,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3473,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3460,2020.0,21641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6780,13073.0,10701.0,18300.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3604,21332.0,7613.0,21332.0,27780.0,21332.0,2973.0,21232.0,27007.0,10582.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16704,8959.0,3545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6780,8269.0,13073.0,14247.0,23911.0,2629.0,17301.0,15515.0,19187.0,10913.0,24221.0,13073.0,14247.0,10151.0,2629.0,4135.0,23613.0,9033.0,14673.0,14247.0,139.0,14866.0,21332.0,22706.0,5674.0,21332.0,19187.0,14247.0,10683.0,24173.0,4207.0,13541.0,,,,
23609,19356.0,5256.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24474,19356.0,23584.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17826,21641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19404,19356.0,19951.0,22989.0,22117.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3168,26995.0,14312.0,22586.0,21728.0,23347.0,26739.0,12917.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21633,24005.0,19033.0,6424.0,19187.0,19237.0,23295.0,15806.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3460,2020.0,21641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20249,18579.0,14391.0,13541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
