Sentence #,Word,Tag
Sentence: 5464,and,O
Sentence: 5464,CT,B-test
Sentence: 5464,was,O
Sentence: 5464,unremarkable,O
Sentence: 5464,.,O
Sentence: 4534,Discharge,O
Sentence: 4534,Date,O
Sentence: 4534,:,O
Sentence: 10989,2017-09-22,O
Sentence: 14679,Dictated,O
Sentence: 14679,By,O
Sentence: 14679,:,O
Sentence: 14679,Kurt,O
Sentence: 14679,S,O
Sentence: 14679,Imperato,O
Sentence: 14679,",",O
Sentence: 14679,M.D.,O
Sentence: 12500,1.,O
Sentence: 12500,Flovent,B-treatment
Sentence: 12500,two,O
Sentence: 12500,puffs,O
Sentence: 12500,b.i.d.,O
Sentence: 14255,The,O
Sentence: 14255,patient,O
Sentence: 14255,was,O
Sentence: 14255,an,O
Sentence: 14255,alert,O
Sentence: 14255,",",O
Sentence: 14255,jaundiced,O
Sentence: 14255,gentleman,O
Sentence: 14255,in,O
Sentence: 14255,no,O
Sentence: 14255,acute,B-problem
Sentence: 14255,distress,I-problem
Sentence: 14255,.,O
Sentence: 4444,Upon,O
Sentence: 4444,discharge,O
Sentence: 4444,it,O
Sentence: 4444,was,O
Sentence: 4444,the,O
Sentence: 4444,recommendation,O
Sentence: 4444,of,O
Sentence: 4444,the,O
Sentence: 4444,cardiology,O
Sentence: 4444,team,O
Sentence: 4444,that,O
Sentence: 4444,the,B-test
Sentence: 4444,patient,I-test
Sentence: 4444,&apos;s,I-test
Sentence: 4444,prothrombin,I-test
Sentence: 4444,time,I-test
Sentence: 4444,be,O
Sentence: 4444,monitored,O
Sentence: 4444,weekly,O
Sentence: 4444,and,O
Sentence: 4444,be,O
Sentence: 4444,kept,O
Sentence: 4444,at,O
Sentence: 4444,a,O
Sentence: 4444,ratio,O
Sentence: 4444,of,O
Sentence: 4444,3-4,O
Sentence: 4444,IU,O
Sentence: 4444,.,O
Sentence: 15745,2017-09-03,O
Sentence: 15745,CK,B-test
Sentence: 15745,-,I-test
Sentence: 15745,MB,I-test
Sentence: 15745,-,O
Sentence: 15745,Not,O
Sentence: 15745,Done,O
Sentence: 15745,proBNP,B-test
Sentence: 15745,-,O
Sentence: 15745,2656,O
Sentence: 15745,*,O
Sentence: 2361,CPAP,B-treatment
Sentence: 2361,at,O
Sentence: 2361,5,O
Sentence: 2361,was,O
Sentence: 2361,attempted,O
Sentence: 2361,",",O
Sentence: 2361,but,O
Sentence: 2361,pt,O
Sentence: 2361,did,O
Sentence: 2361,not,O
Sentence: 2361,tolerate,O
Sentence: 2361,this,O
Sentence: 2361,.,O
Sentence: 6913,s/p,O
Sentence: 6913,TURP,B-treatment
Sentence: 1223,STEROID,B-problem
Sentence: 1223,PSYCHOSIS,I-problem
Sentence: 1223,NO,O
Sentence: 1223,BENZOS,B-treatment
Sentence: 16054,He,O
Sentence: 16054,stated,O
Sentence: 16054,that,O
Sentence: 16054,he,O
Sentence: 16054,had,O
Sentence: 16054,difficulty,B-problem
Sentence: 16054,rising,I-problem
Sentence: 16054,from,I-problem
Sentence: 16054,a,I-problem
Sentence: 16054,chair,I-problem
Sentence: 16054,.,O
Sentence: 7225,ventral,B-problem
Sentence: 7225,hernia,I-problem
Sentence: 8985,Skin,O
Sentence: 8985,:,O
Sentence: 8818,596437842,O
Sentence: 9153,8.,O
Sentence: 9153,Lisinopril,B-treatment
Sentence: 9153,2.5,O
Sentence: 9153,mg,O
Sentence: 9153,once,O
Sentence: 9153,a,O
Sentence: 9153,day,O
Sentence: 9153,.,O
Sentence: 3696,2015-10-07,O
Sentence: 13045,HTN,B-problem
Sentence: 7532,Social,O
Sentence: 7532,work,O
Sentence: 7532,was,O
Sentence: 7532,consulted,O
Sentence: 7532,.,O
Sentence: 6448,Chest,B-test
Sentence: 6448,x-ray,I-test
Sentence: 6448,was,O
Sentence: 6448,remarkable,O
Sentence: 6448,for,O
Sentence: 6448,a,O
Sentence: 6448,questionable,O
Sentence: 6448,left,B-problem
Sentence: 6448,lower,I-problem
Sentence: 6448,lobe,I-problem
Sentence: 6448,infiltrate,I-problem
Sentence: 6448,.,O
Sentence: 4815,DISCHARGE,O
Sentence: 4815,DATE,O
Sentence: 4815,:,O
Sentence: 14219,Admission,O
Sentence: 14219,Date,O
Sentence: 14219,:,O
Sentence: 501,4.,O
Sentence: 501,Protonix,B-treatment
Sentence: 501,40,O
Sentence: 501,milligrams,O
Sentence: 501,po,O
Sentence: 501,q,O
Sentence: 501,day,O
Sentence: 501,.,O
Sentence: 16174,TAMYRCLEO,O
Sentence: 16174,N.,O
Sentence: 16174,BACK,O
Sentence: 16174,",",O
Sentence: 16174,M.D.,O
Sentence: 16174,GP0,O
Sentence: 16174,EA855/4665,O
Sentence: 6891,2014-11-21,O
Sentence: 3205,Discharge,O
Sentence: 3205,Date,O
Sentence: 3205,:,O
Sentence: 6590,UNIT,O
Sentence: 6590,NUMBER,O
Sentence: 6590,:,O
Sentence: 7851,Multivitamins,B-treatment
Sentence: 7851,And,O
Sentence: 7851,Folate,B-treatment
Sentence: 7851,(,I-treatment
Sentence: 7851,Fam,I-treatment
Sentence: 7851,Pren,I-treatment
Sentence: 7851,Forte,I-treatment
Sentence: 7851,),I-treatment
Sentence: 15313,Therefore,O
Sentence: 15313,",",O
Sentence: 15313,directional,B-treatment
Sentence: 15313,coronary,I-treatment
Sentence: 15313,atherectomy,I-treatment
Sentence: 15313,was,O
Sentence: 15313,performed,O
Sentence: 15313,with,O
Sentence: 15313,an,O
Sentence: 15313,excellent,O
Sentence: 15313,angiographic,O
Sentence: 15313,outcome,O
Sentence: 15313,",",O
Sentence: 15313,and,O
Sentence: 15313,a,B-problem
Sentence: 15313,less,I-problem
Sentence: 15313,than,I-problem
Sentence: 15313,10%,I-problem
Sentence: 15313,residual,I-problem
Sentence: 15313,narrowing,I-problem
Sentence: 15313,.,O
Sentence: 6118,6.,O
Sentence: 6118,There,O
Sentence: 6118,is,O
Sentence: 6118,moderate,B-problem
Sentence: 6118,pulmonary,I-problem
Sentence: 6118,artery,I-problem
Sentence: 6118,systolic,I-problem
Sentence: 6118,hypertension,I-problem
Sentence: 6118,.,O
Sentence: 11774,Completed,O
Sentence: 11774,by,O
Sentence: 11774,:,O
Sentence: 11774,Theresa,O
Sentence: 11774,Leonore,O
Sentence: 11774,NP,O
Sentence: 11774,80-BXH,O
Sentence: 11774,2015-11-13,O
Sentence: 11774,@,O
Sentence: 11774,1100,O
Sentence: 9433,DIS,O
Sentence: 1368,It,O
Sentence: 1368,was,O
Sentence: 1368,recommended,O
Sentence: 1368,to,O
Sentence: 1368,maximize,O
Sentence: 1368,her,B-treatment
Sentence: 1368,medical,I-treatment
Sentence: 1368,treatment,I-treatment
Sentence: 1368,with,O
Sentence: 1368,Beta,B-treatment
Sentence: 1368,blockers,I-treatment
Sentence: 1368,",",O
Sentence: 1368,aspirin,B-treatment
Sentence: 1368,",",O
Sentence: 1368,a,B-treatment
Sentence: 1368,statin,I-treatment
Sentence: 1368,and,O
Sentence: 1368,an,B-treatment
Sentence: 1368,ACE,I-treatment
Sentence: 1368,Inhibitor,I-treatment
Sentence: 1368,.,O
Sentence: 2174,ED,O
Sentence: 2174,Discharge,O
Sentence: 2174,Summary,O
Sentence: 8999,Neurological,O
Sentence: 8999,:,O
Sentence: 5057,Started,O
Sentence: 5057,on,O
Sentence: 5057,08-09,O
Sentence: 5057,),O
Sentence: 657,D,O
Sentence: 657,:,O
Sentence: 13513,He,O
Sentence: 13513,also,O
Sentence: 13513,received,O
Sentence: 13513,Lipitor,B-treatment
Sentence: 13513,80,O
Sentence: 13513,mg,O
Sentence: 13513,",",O
Sentence: 13513,Plavix,B-treatment
Sentence: 13513,300,O
Sentence: 13513,",",O
Sentence: 13513,heparin,B-treatment
Sentence: 13513,IV,I-treatment
Sentence: 13513,",",O
Sentence: 13513,integrelin,B-treatment
Sentence: 13513,double,I-treatment
Sentence: 13513,bolus,I-treatment
Sentence: 13513,",",O
Sentence: 13513,followed,O
Sentence: 13513,by,O
Sentence: 13513,a,B-treatment
Sentence: 13513,drip,I-treatment
Sentence: 13513,.,O
Sentence: 15130,ADMIT,O
Sentence: 15130,DIAGNOSIS,O
Sentence: 15130,:,O
Sentence: 4795,05/14/2005,O
Sentence: 4795,1:10,O
Sentence: 4795,P,O
Sentence: 4795,441763,O
Sentence: 882,diovan,B-treatment
Sentence: 882,160,O
Sentence: 882,mg,O
Sentence: 882,daily,O
Sentence: 578,The,O
Sentence: 578,patient,O
Sentence: 578,is,O
Sentence: 578,presently,O
Sentence: 578,staying,O
Sentence: 578,at,O
Sentence: 578,the,O
Sentence: 578,Gangistown,O
Sentence: 578,Hospital,O
Sentence: 578,Center,O
Sentence: 578,.,O
Sentence: 7750,The,B-test
Sentence: 7750,patient,I-test
Sentence: 7750,&apos;s,I-test
Sentence: 7750,liver,I-test
Sentence: 7750,function,I-test
Sentence: 7750,tests,I-test
Sentence: 7750,began,O
Sentence: 7750,to,O
Sentence: 7750,rise,O
Sentence: 7750,and,O
Sentence: 7750,she,O
Sentence: 7750,began,O
Sentence: 7750,to,O
Sentence: 7750,experience,O
Sentence: 7750,pulmonary,B-problem
Sentence: 7750,symptoms,I-problem
Sentence: 7750,including,O
Sentence: 7750,increased,B-problem
Sentence: 7750,crackles,I-problem
Sentence: 7750,.,O
Sentence: 8922,Bone,B-test
Sentence: 8922,marrow,I-test
Sentence: 8922,biopsy,I-test
Sentence: 8922,was,O
Sentence: 8922,not,O
Sentence: 8922,attempted,O
Sentence: 8922,.,O
Sentence: 2621,This,O
Sentence: 2621,triplet,O
Sentence: 2621,#3,O
Sentence: 2621,emerged,O
Sentence: 2621,with,O
Sentence: 2621,spontaneous,O
Sentence: 2621,respirations,O
Sentence: 2621,",",O
Sentence: 2621,and,O
Sentence: 2621,required,O
Sentence: 2621,blow-by,B-treatment
Sentence: 2621,oxygen,I-treatment
Sentence: 2621,in,O
Sentence: 2621,the,O
Sentence: 2621,delivery,O
Sentence: 2621,room,O
Sentence: 2621,.,O
Sentence: 12787,(,O
Sentence: 12787,End,O
Sentence: 12787,of,O
Sentence: 12787,Report,O
Sentence: 12787,),O
Sentence: 11791,HISTORY,O
Sentence: 11791,OF,O
Sentence: 11791,PRESENT,O
Sentence: 11791,ILLNESS,O
Sentence: 11791,:,O
Sentence: 5960,Patient,O
Sentence: 5960,was,O
Sentence: 5960,alert,O
Sentence: 5960,",",O
Sentence: 5960,oriented,O
Sentence: 5960,x3,O
Sentence: 5960,.,O
Sentence: 13177,ED,O
Sentence: 13177,Discharge,O
Sentence: 13177,Summary,O
Sentence: 13496,He,O
Sentence: 13496,went,O
Sentence: 13496,to,O
Sentence: 13496,Padrugmoff,O
Sentence: 13496,Hospital,O
Sentence: 13496,Emergency,O
Sentence: 13496,Room,O
Sentence: 13496,.,O
Sentence: 2288,TD,O
Sentence: 2288,:,O
Sentence: 1290,Service,O
Sentence: 1290,:,O
Sentence: 8960,10/25/93,O
Sentence: 9948,3.,O
Sentence: 9948,Pulmonary,B-problem
Sentence: 9948,emboli,I-problem
Sentence: 9948,.,O
Sentence: 4700,3/6,B-problem
Sentence: 4700,systolic,I-problem
Sentence: 4700,ejection,I-problem
Sentence: 4700,murmur,I-problem
Sentence: 4700,heard,O
Sentence: 4700,best,O
Sentence: 4700,at,O
Sentence: 4700,the,O
Sentence: 4700,apex,O
Sentence: 4700,.,O
Sentence: 1738,Median,O
Sentence: 1738,Placenta,O
Sentence: 1738,:,O
Sentence: 5903,within,O
Sentence: 5903,normal,O
Sentence: 5903,.,O
Sentence: 12041,He,O
Sentence: 12041,also,O
Sentence: 12041,had,O
Sentence: 12041,a,B-problem
Sentence: 12041,50%,I-problem
Sentence: 12041,LAD,I-problem
Sentence: 12041,stenosis,I-problem
Sentence: 12041,",",O
Sentence: 12041,a,B-problem
Sentence: 12041,100%,I-problem
Sentence: 12041,large,I-problem
Sentence: 12041,DT,I-problem
Sentence: 12041,stenosis,I-problem
Sentence: 12041,and,O
Sentence: 12041,a,O
Sentence: 12041,nondominant,O
Sentence: 12041,RCA,O
Sentence: 12041,with,O
Sentence: 12041,left,O
Sentence: 12041,RCA,O
Sentence: 12041,collaterals,O
Sentence: 12041,.,O
Sentence: 14075,The,O
Sentence: 14075,patient,O
Sentence: 14075,is,O
Sentence: 14075,a,O
Sentence: 14075,47,O
Sentence: 14075,year,O
Sentence: 14075,old,O
Sentence: 14075,male,O
Sentence: 14075,",",O
Sentence: 14075,with,O
Sentence: 14075,end,B-problem
Sentence: 14075,stage,I-problem
Sentence: 14075,liver,I-problem
Sentence: 14075,disease,I-problem
Sentence: 14075,secondary,O
Sentence: 14075,to,O
Sentence: 14075,hepatitis,B-problem
Sentence: 14075,C,I-problem
Sentence: 14075,cirrhosis,I-problem
Sentence: 14075,diagnosed,O
Sentence: 14075,about,O
Sentence: 14075,5,O
Sentence: 14075,years,O
Sentence: 14075,prior,O
Sentence: 14075,to,O
Sentence: 14075,admission,O
Sentence: 14075,.,O
Sentence: 10412,There,O
Sentence: 10412,were,O
Sentence: 10412,no,O
Sentence: 10412,stents,B-treatment
Sentence: 10412,deployed,O
Sentence: 10412,at,O
Sentence: 10412,all,O
Sentence: 10412,throughout,O
Sentence: 10412,the,B-test
Sentence: 10412,catheterization,I-test
Sentence: 10412,.,O
Sentence: 14921,Discharge,O
Sentence: 14921,Condition,O
Sentence: 14921,:,O
Sentence: 10973,10.,O
Sentence: 10973,Trusopt,B-treatment
Sentence: 10973,1gtt,O
Sentence: 10973,in,O
Sentence: 10973,left,O
Sentence: 10973,eye,O
Sentence: 10973,three,O
Sentence: 10973,times,O
Sentence: 10973,a,O
Sentence: 10973,day,O
Sentence: 10973,.,O
Sentence: 9370,She,O
Sentence: 9370,should,O
Sentence: 9370,also,O
Sentence: 9370,continue,O
Sentence: 9370,on,O
Sentence: 9370,lipitor,B-treatment
Sentence: 9370,and,O
Sentence: 9370,lisinopril,B-treatment
Sentence: 9370,.,O
Sentence: 14750,Batch,O
Sentence: 14750,:,O
Sentence: 15077,869436718,O
Sentence: 15077,SC,O
Sentence: 6825,Chronic,B-problem
Sentence: 6825,obstructive,I-problem
Sentence: 6825,pulmonary,I-problem
Sentence: 6825,disease,I-problem
Sentence: 3968,He,O
Sentence: 3968,describes,O
Sentence: 3968,a,O
Sentence: 3968,negative,O
Sentence: 3968,PPD,O
Sentence: 3968,one,O
Sentence: 3968,year,O
Sentence: 3968,prior,O
Sentence: 3968,to,O
Sentence: 3968,admission,O
Sentence: 3968,when,O
Sentence: 3968,he,O
Sentence: 3968,was,O
Sentence: 3968,in,O
Sentence: 3968,prison,O
Sentence: 3968,for,O
Sentence: 3968,one,O
Sentence: 3968,week,O
Sentence: 3968,.,O
Sentence: 10243,ALLERGIES,O
Sentence: 10243,:,O
Sentence: 5511,He,O
Sentence: 5511,had,O
Sentence: 5511,no,O
Sentence: 5511,carotid,B-problem
Sentence: 5511,bruits,I-problem
Sentence: 5511,.,O
Sentence: 546,The,O
Sentence: 546,patient,O
Sentence: 546,was,O
Sentence: 546,sent,O
Sentence: 546,to,O
Sentence: 546,rehabilitation,B-treatment
Sentence: 546,on,O
Sentence: 546,Levofloxacin,B-treatment
Sentence: 546,orally,O
Sentence: 546,.,O
Sentence: 14278,He,O
Sentence: 14278,was,O
Sentence: 14278,tolerating,O
Sentence: 14278,p.o.,O
Sentence: 14278,and,O
Sentence: 14278,feeling,O
Sentence: 14278,back,O
Sentence: 14278,to,O
Sentence: 14278,his,O
Sentence: 14278,baseline,O
Sentence: 14278,.,O
Sentence: 3148,02/25/1991,O
Sentence: 14491,655488444,O
Sentence: 15473,Sex,O
Sentence: 15473,:,O
Sentence: 3749,Pt,O
Sentence: 3749,was,O
Sentence: 3749,continued,O
Sentence: 3749,on,O
Sentence: 3749,aspirin,B-treatment
Sentence: 3749,",",O
Sentence: 3749,metoprolol,B-treatment
Sentence: 3749,",",O
Sentence: 3749,nifedipine,B-treatment
Sentence: 3749,.,O
Sentence: 13051,-,O
Sentence: 13051,tob,O
Sentence: 10696,In,O
Sentence: 10696,general,O
Sentence: 10696,",",O
Sentence: 10696,she,O
Sentence: 10696,was,O
Sentence: 10696,a,O
Sentence: 10696,thin,O
Sentence: 10696,well-appearing,O
Sentence: 10696,woman,O
Sentence: 10696,in,O
Sentence: 10696,no,O
Sentence: 10696,acute,B-problem
Sentence: 10696,distress,I-problem
Sentence: 10696,.,O
Sentence: 14888,Medications,O
Sentence: 14888,on,O
Sentence: 14888,Admission,O
Sentence: 14888,:,O
Sentence: 962,Percocet,B-treatment
Sentence: 962,one,O
Sentence: 962,to,O
Sentence: 962,two,O
Sentence: 962,whenever,O
Sentence: 962,necessary,O
Sentence: 962,q.,O
Sentence: 962,four,O
Sentence: 962,to,O
Sentence: 962,six,O
Sentence: 962,hours,O
Sentence: 962,for,O
Sentence: 962,pain,B-problem
Sentence: 962,.,O
Sentence: 6684,Her,O
Sentence: 6684,right,O
Sentence: 6684,superior,O
Sentence: 6684,parathyroid,O
Sentence: 6684,gland,O
Sentence: 6684,was,O
Sentence: 6684,removed,O
Sentence: 6684,and,O
Sentence: 6684,the,O
Sentence: 6684,rest,O
Sentence: 6684,of,O
Sentence: 6684,her,O
Sentence: 6684,parathyroid,O
Sentence: 6684,glands,O
Sentence: 6684,were,O
Sentence: 6684,left,O
Sentence: 6684,in,O
Sentence: 6684,place,O
Sentence: 6684,.,O
Sentence: 2593,68-233,O
Sentence: 9682,HOSPITAL,O
Sentence: 9682,COURSE,O
Sentence: 9682,(,O
Sentence: 9682,include,O
Sentence: 9682,complications,O
Sentence: 9682,if,O
Sentence: 9682,any,O
Sentence: 9682,),O
Sentence: 9682,:,O
Sentence: 6181,1,O
Sentence: 6181,ASSIST,O
Sentence: 6181,/,O
Sentence: 6181,CONTROL,O
Sentence: 2675,6.,O
Sentence: 2675,Immunizations,B-treatment
Sentence: 2675,recommended,O
Sentence: 2675,:,O
Sentence: 2675,Synagis,B-treatment
Sentence: 2675,RSV,I-treatment
Sentence: 2675,prophylaxis,I-treatment
Sentence: 2675,should,O
Sentence: 2675,be,O
Sentence: 2675,considered,O
Sentence: 2675,from,O
Sentence: 2675,October,O
Sentence: 2675,through,O
Sentence: 2675,April,O
Sentence: 2675,for,O
Sentence: 2675,infants,O
Sentence: 2675,who,O
Sentence: 2675,meet,O
Sentence: 2675,any,O
Sentence: 2675,of,O
Sentence: 2675,the,O
Sentence: 2675,following,O
Sentence: 2675,three,O
Sentence: 2675,criteria,O
Sentence: 2675,:,O
Sentence: 7526,The,O
Sentence: 7526,patient,O
Sentence: 7526,was,O
Sentence: 7526,on,O
Sentence: 7526,FK,B-treatment
Sentence: 7526,2,I-treatment
Sentence: 7526,and,O
Sentence: 7526,2,O
Sentence: 7526,that,O
Sentence: 7526,was,O
Sentence: 7526,started,O
Sentence: 7526,on,O
Sentence: 7526,postoperative,O
Sentence: 7526,day,O
Sentence: 7526,number,O
Sentence: 7526,2,O
Sentence: 7526,.,O
Sentence: 12171,Patient,O
Sentence: 12171,recorded,O
Sentence: 12171,as,O
Sentence: 12171,having,O
Sentence: 12171,No,O
Sentence: 12171,Known,B-problem
Sentence: 12171,Allergies,I-problem
Sentence: 12171,to,I-problem
Sentence: 12171,Drugs,I-problem
Sentence: 13994,The,B-test
Sentence: 13994,birth,I-test
Sentence: 13994,weight,I-test
Sentence: 13994,was,O
Sentence: 13994,"1,980",O
Sentence: 13994,grams,O
Sentence: 13994,",",O
Sentence: 13994,80th,O
Sentence: 13994,percentile,O
Sentence: 13994,.,O
Sentence: 3485,She,O
Sentence: 3485,had,O
Sentence: 3485,no,O
Sentence: 3485,temperature,B-problem
Sentence: 3485,spikes,I-problem
Sentence: 3485,in,O
Sentence: 3485,greater,O
Sentence: 3485,then,O
Sentence: 3485,24,O
Sentence: 3485,hours,O
Sentence: 3485,at,O
Sentence: 3485,the,O
Sentence: 3485,time,O
Sentence: 3485,of,O
Sentence: 3485,discharge,O
Sentence: 3485,.,O
Sentence: 1133,DIS,O
Sentence: 9001,Her,O
Sentence: 9001,speech,O
Sentence: 9001,was,O
Sentence: 9001,fluent,O
Sentence: 9001,with,O
Sentence: 9001,no,O
Sentence: 9001,phasic,B-problem
Sentence: 9001,or,I-problem
Sentence: 9001,praxic,I-problem
Sentence: 9001,problems,I-problem
Sentence: 9001,",",O
Sentence: 9001,dysarthric,B-problem
Sentence: 9001,.,O
Sentence: 7360,Unsigned,O
Sentence: 6988,Opacified,B-problem
Sentence: 6988,and,I-problem
Sentence: 6988,sclerotic,I-problem
Sentence: 6988,left,I-problem
Sentence: 6988,mastoid,I-problem
Sentence: 6988,air,I-problem
Sentence: 6988,cells,I-problem
Sentence: 6988,are,O
Sentence: 6988,noted,O
Sentence: 6988,.,O
Sentence: 3909,Responsible,O
Sentence: 3909,After,O
Sentence: 3909,Study,O
Sentence: 3909,for,O
Sentence: 3909,Causing,O
Sentence: 3909,Admission,O
Sentence: 3909,),O
Sentence: 3909,IUP,B-problem
Sentence: 3909,at,O
Sentence: 3909,36,O
Sentence: 3909,weeks,O
Sentence: 3909,",",O
Sentence: 3909,delivered,O
Sentence: 9592,The,O
Sentence: 9592,patient,O
Sentence: 9592,was,O
Sentence: 9592,started,O
Sentence: 9592,on,O
Sentence: 9592,labetalol,B-treatment
Sentence: 9592,and,O
Sentence: 9592,Lisinopril,B-treatment
Sentence: 9592,.,O
Sentence: 1708,DISCHARGE,O
Sentence: 1708,PATIENT,O
Sentence: 1708,ON,O
Sentence: 1708,:,O
Sentence: 14788,CXR,B-test
Sentence: 14788,with,O
Sentence: 14788,bibasilar,B-problem
Sentence: 14788,consolidations,I-problem
Sentence: 14788,.,O
Sentence: 4465,Unsigned,O
Sentence: 3453,There,O
Sentence: 3453,was,O
Sentence: 3453,a,O
Sentence: 3453,tiny,O
Sentence: 3453,amount,O
Sentence: 3453,of,O
Sentence: 3453,free,B-problem
Sentence: 3453,air,I-problem
Sentence: 3453,.,O
Sentence: 4376,T,O
Sentence: 4376,:,O
Sentence: 4376,2016-11-12,O
Sentence: 4376,11:51,O
Sentence: 14172,MRN,O
Sentence: 14172,:,O
Sentence: 6221,The,O
Sentence: 6221,remainder,O
Sentence: 6221,of,O
Sentence: 6221,the,O
Sentence: 6221,bowel,O
Sentence: 6221,loops,O
Sentence: 6221,are,O
Sentence: 6221,fluid,O
Sentence: 6221,filled,O
Sentence: 6221,",",O
Sentence: 6221,and,O
Sentence: 6221,nondilated,B-problem
Sentence: 6221,.,O
Sentence: 12974,He,O
Sentence: 12974,has,O
Sentence: 12974,no,O
Sentence: 12974,known,B-problem
Sentence: 12974,clotting,I-problem
Sentence: 12974,disorder,I-problem
Sentence: 12974,but,O
Sentence: 12974,did,O
Sentence: 12974,have,O
Sentence: 12974,trauma,B-problem
