0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
1207,3104,204.0,4479.0,6286.0,5820.0,1538.0,6025.0,2988.0,1716.0,6194.0,2988.0,1716.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3727,2317,3154.0,1583.0,4311.0,204.0,918.0,6286.0,995.0,1231.0,3609.0,1970.0,1642.0,905.0,1725.0,3412.0,4335.0,4164.0,3014.0,5686.0,2618.0,3931.0,1551.0,6274.0,2868.0,204.0,3105.0,2975.0,194.0,5159.0,5197.0,4764.0,1821.0,3511.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,2317,995.0,4311.0,3412.0,6496.0,6146.0,2988.0,4826.0,3967.0,3931.0,2958.0,6146.0,1557.0,5985.0,3967.0,204.0,6382.0,708.0,3931.0,995.0,4311.0,3412.0,2995.0,3104.0,6146.0,1175.0,2317.0,2782.0,2317.0,3409.0,401.0,2317.0,2224.0,2295.0,3967.0,3931.0,2958.0,6146.0,5119.0,5985.0,3967.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3998,2317,3581.0,204.0,6382.0,3931.0,44.0,1828.0,5686.0,6099.0,4025.0,194.0,83.0,3315.0,3412.0,3700.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,297,204.0,2700.0,3301.0,3539.0,5686.0,1181.0,4163.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,4311,204.0,5840.0,6486.0,3931.0,995.0,1231.0,3609.0,1970.0,1642.0,905.0,1725.0,6146.0,5465.0,4164.0,3967.0,5686.0,583.0,194.0,3530.0,5197.0,4764.0,2203.0,3511.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,3609,2041.0,3462.0,5359.0,3412.0,1801.0,595.0,6194.0,878.0,5686.0,893.0,370.0,5436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6045,3412,4875.0,1597.0,4439.0,3609.0,2542.0,2556.0,2757.0,3412.0,2212.0,1124.0,1528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,826,1341.0,919.0,3931.0,3154.0,4246.0,6190.0,3528.0,1070.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3869,1818,4311.0,309.0,6146.0,2988.0,4606.0,3066.0,963.0,5686.0,2988.0,4606.0,3066.0,630.0,3967.0,3412.0,637.0,5118.0,204.0,4074.0,3456.0,3154.0,2123.0,1499.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,4681,204.0,5840.0,3755.0,407.0,3154.0,4311.0,6194.0,5579.0,6146.0,4528.0,3917.0,3967.0,2317.0,5281.0,3017.0,1481.0,6190.0,5087.0,2048.0,5686.0,3852.0,2957.0,2224.0,5197.0,4764.0,2203.0,3619.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5640,2704,4722.0,2704.0,3532.0,2704.0,1824.0,2704.0,1372.0,6146.0,4265.0,3905.0,3482.0,3967.0,204.0,2700.0,3931.0,571.0,3962.0,410.0,1671.0,3412.0,2151.0,3609.0,3746.0,2366.0,6146.0,1187.0,3967.0,5686.0,890.0,4439.0,5564.0,2165.0,3412.0,2119.0,5686.0,3872.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4185,2111,3390.0,3533.0,6317.0,3293.0,4279.0,2317.0,717.0,3293.0,1669.0,2317.0,5686.0,18.0,3293.0,4660.0,1341.0,4074.0,3456.0,3228.0,923.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,1610,4018.0,6146.0,3177.0,3967.0,204.0,5333.0,3456.0,3105.0,1702.0,4392.0,5686.0,5520.0,2905.0,6146.0,4908.0,2988.0,3967.0,159.0,6194.0,898.0,5686.0,2530.0,254.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,513,4439.0,204.0,3160.0,3797.0,2317.0,5281.0,1399.0,2958.0,5686.0,3852.0,3931.0,5565.0,5565.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3727,3154,4681.0,204.0,918.0,6286.0,5016.0,4164.0,2048.0,3533.0,2794.0,3515.0,3412.0,4310.0,6146.0,2991.0,3967.0,5686.0,5659.0,3931.0,995.0,1789.0,4164.0,3014.0,1725.0,1399.0,1231.0,2541.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,3412,5431.0,4109.0,3931.0,4139.0,1705.0,3456.0,3117.0,1945.0,4764.0,1606.0,3609.0,3572.0,4907.0,3609.0,1847.0,5619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,1397,194.0,1015.0,3154.0,1350.0,3595.0,3412.0,5440.0,2317.0,3154.0,566.0,3595.0,3412.0,3259.0,2163.0,3130.0,4647.0,194.0,6017.0,2317.0,6303.0,5686.0,2524.0,5985.0,5985.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5816,5302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,3782,4595.0,3412.0,5891.0,6057.0,2704.0,878.0,3462.0,5360.0,4764.0,3154.0,2199.0,3412.0,1684.0,4414.0,4502.0,1980.0,4191.0,3622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,662,1818.0,4311.0,6146.0,309.0,2317.0,2794.0,3515.0,3967.0,204.0,2700.0,6194.0,2794.0,3515.0,630.0,5686.0,2794.0,3515.0,963.0,2317.0,5686.0,5840.0,4611.0,3154.0,637.0,1399.0,2794.0,3515.0,2661.0,5686.0,2794.0,3515.0,1624.0,3390.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,1366,2317.0,4454.0,4826.0,3412.0,5969.0,204.0,5356.0,3931.0,5604.0,5985.0,3412.0,866.0,3533.0,422.0,6146.0,6021.0,5985.0,3967.0,5686.0,836.0,6146.0,1821.0,5985.0,3967.0,194.0,5418.0,995.0,4576.0,2684.0,4311.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,4827,2700.0,6194.0,167.0,3307.0,1313.0,4362.0,4750.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3106,3647,1096.0,3378.0,1096.0,2782.0,1096.0,3378.0,4960.0,5360.0,204.0,2700.0,407.0,3647.0,6063.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5195,3540,2704.0,1054.0,6371.0,2317.0,3154.0,3006.0,5321.0,2501.0,3889.0,4816.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,2317,3154.0,991.0,6146.0,3647.0,2704.0,5667.0,3905.0,4335.0,3967.0,1639.0,204.0,2700.0,6194.0,995.0,2964.0,6501.0,3307.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5472,3462,957.0,1084.0,5964.0,3412.0,5602.0,6003.0,2582.0,4918.0,4764.0,3244.0,5106.0,6006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,571,410.0,1461.0,4826.0,3412.0,5439.0,2931.0,204.0,5723.0,3931.0,4335.0,5985.0,1624.0,4311.0,6146.0,5139.0,3515.0,3409.0,1374.0,3515.0,3967.0,4764.0,5139.0,6487.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,5686,3800.0,3412.0,2048.0,2352.0,417.0,3609.0,5993.0,1356.0,3533.0,3865.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,3815,3412.0,969.0,3609.0,4092.0,1111.0,3609.0,5493.0,4988.0,6146.0,5787.0,4567.0,4265.0,4567.0,5726.0,3967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,2874,590.0,204.0,2618.0,2957.0,5604.0,5197.0,4764.0,2203.0,3619.0,5686.0,5840.0,5036.0,3931.0,995.0,1231.0,3609.0,1970.0,1725.0,2957.0,1789.0,5197.0,4764.0,4517.0,3619.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,315,2982.0,4764.0,2727.0,6343.0,2317.0,3788.0,4311.0,6146.0,2727.0,5985.0,3967.0,3533.0,1374.0,2172.0,3600.0,204.0,5568.0,1169.0,6286.0,3154.0,2454.0,4741.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,2704,4837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,3497,6258.0,6146.0,3226.0,4826.0,2317.0,5733.0,2172.0,3967.0,2317.0,4297.0,4580.0,6051.0,6146.0,3478.0,4826.0,2317.0,2474.0,2172.0,3967.0,2317.0,2599.0,2063.0,6146.0,3408.0,4826.0,2317.0,4232.0,2172.0,3967.0,2317.0,4788.0,6360.0,6146.0,2472.0,4826.0,2317.0,2568.0,2172.0,3967.0,2317.0,4660.0,6146.0,1898.0,5985.0,2317.0,2689.0,2172.0,3967.0,5686.0,5309.0,6146.0,5314.0,4541.0,2317.0,5058.0,2172.0,3967.0,3931.0,3154.0,4855.0,4193.0,5366.0,410.0,3992.0,410.0,4736.0,410.0,2271.0,410.0,421.0,410.0,3190.0,1341.0,2982.0,573.0,2364.0,664.0,194.0,1439.0,5197.0,4764.0,81.0,3511.0,5302.0
1692,389,5686.0,3154.0,3228.0,4920.0,1341.0,5840.0,2616.0,1399.0,571.0,4439.0,3609.0,194.0,3609.0,956.0,4117.0,6146.0,1461.0,2317.0,1549.0,3967.0,3456.0,3931.0,3094.0,2317.0,6427.0,2317.0,3760.0,5686.0,3552.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
