0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
182,4240,5405.0,4072.0,3024.0,1443.0,6460.0,2747.0,201.0,1299.0,2662.0,1307.0,3102.0,1390.0,2602.0,2977.0,536.0,2512.0,6445.0,6445.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,5143,5788.0,4382.0,4986.0,1470.0,1241.0,3250.0,5012.0,3483.0,1677.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6398,339,6460.0,1381.0,2148.0,5937.0,4072.0,393.0,536.0,2786.0,2720.0,2662.0,778.0,1443.0,958.0,2602.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,6414,1241.0,4995.0,36.0,4206.0,1390.0,211.0,2951.0,1381.0,2148.0,3874.0,1241.0,27.0,1381.0,2602.0,1443.0,958.0,6460.0,2662.0,4651.0,2977.0,2747.0,4489.0,1299.0,536.0,5317.0,6445.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6398,3982,6445.0,6309.0,2747.0,1361.0,5874.0,1381.0,2148.0,555.0,1167.0,4072.0,2641.0,3116.0,315.0,6186.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2392,5874.0,1241.0,6268.0,2747.0,5076.0,1299.0,536.0,1309.0,6445.0,6069.0,1012.0,5350.0,3257.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6398,2226,6059.0,2229.0,1381.0,2148.0,5617.0,1390.0,2148.0,4536.0,3092.0,6400.0,2919.0,557.0,1381.0,1443.0,2148.0,6259.0,3092.0,1116.0,2747.0,1064.0,6394.0,1299.0,5504.0,1307.0,2399.0,68.0,1381.0,1615.0,2662.0,5668.0,536.0,2092.0,5988.0,2512.0,4613.0,1381.0,1443.0,2602.0,167.0,2504.0,6265.0,6061.0,1821.0,836.0,836.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2853,3874.0,1241.0,1976.0,5440.0,2155.0,1744.0,5828.0,1558.0,1235.0,4961.0,536.0,5136.0,4933.0,2919.0,1307.0,1197.0,1768.0,3093.0,1558.0,672.0,4620.0,1629.0,1381.0,455.0,903.0,5355.0,1428.0,4961.0,2662.0,3738.0,6059.0,2063.0,1213.0,1897.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,1390,2428.0,2265.0,2809.0,4684.0,5440.0,5977.0,1390.0,211.0,5800.0,2919.0,6146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5394,3064,1558.0,1027.0,4961.0,1558.0,111.0,1381.0,6426.0,4961.0,2655.0,2818.0,6074.0,1241.0,982.0,167.0,4462.0,6074.0,4975.0,2328.0,536.0,2768.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6398,2148,4202.0,389.0,1241.0,1192.0,1381.0,2148.0,2853.0,5937.0,4072.0,6460.0,2747.0,3055.0,1299.0,536.0,2512.0,2720.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6398,3257,536.0,2512.0,4613.0,1381.0,2148.0,1023.0,3751.0,1241.0,1863.0,536.0,2786.0,6445.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,5403,1241.0,3075.0,6069.0,2255.0,208.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,1307,4236.0,1250.0,1381.0,1127.0,1677.0,1623.0,4683.0,1443.0,1498.0,4614.0,1390.0,2200.0,4072.0,2468.0,2662.0,6249.0,4535.0,6415.0,6377.0,1443.0,3257.0,167.0,1192.0,6233.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,5060,1241.0,5935.0,6427.0,167.0,5403.0,4378.0,1381.0,4240.0,2662.0,2148.0,3274.0,1390.0,2148.0,5028.0,2265.0,1483.0,1558.0,4652.0,4961.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,4927,3483.0,3442.0,2157.0,1241.0,4995.0,5440.0,1307.0,4939.0,5136.0,3466.0,511.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3126,1381,1910.0,4961.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1381,2148.0,5403.0,1241.0,5010.0,4943.0,1307.0,6249.0,2102.0,1390.0,4741.0,6059.0,3910.0,1656.0,6059.0,1464.0,4448.0,1443.0,4188.0,2447.0,2662.0,2092.0,2104.0,2747.0,5314.0,1299.0,536.0,2758.0,6445.0,1381.0,4310.0,5440.0,3243.0,6365.0,167.0,1361.0,5874.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,4240,2658.0,642.0,3403.0,5317.0,2599.0,1390.0,1736.0,1381.0,1443.0,2148.0,2554.0,642.0,3403.0,4707.0,2599.0,1390.0,1736.0,1443.0,5248.0,2599.0,1390.0,672.0,1381.0,5504.0,1307.0,2408.0,6387.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,5247,4671.0,4072.0,5509.0,315.0,2604.0,1381.0,5976.0,1381.0,2220.0,1381.0,4820.0,1443.0,4814.0,1381.0,5639.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,1443,5080.0,5876.0,1390.0,5694.0,1038.0,536.0,3206.0,3638.0,697.0,3865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,5403,5405.0,4072.0,4600.0,6422.0,167.0,2868.0,1299.0,2662.0,6440.0,3423.0,1558.0,3169.0,1381.0,4498.0,1792.0,702.0,4961.0,1381.0,6268.0,2747.0,2868.0,1299.0,536.0,1558.0,6249.0,4613.0,4961.0,1381.0,1443.0,288.0,4668.0,167.0,1361.0,5874.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,1307,4236.0,2392.0,1381.0,2285.0,3582.0,2155.0,1558.0,174.0,2643.0,4961.0,1381.0,5806.0,2152.0,1558.0,174.0,2643.0,4961.0,1443.0,1644.0,6377.0,1558.0,5808.0,2102.0,4961.0,4072.0,3589.0,6069.0,1012.0,5350.0,3257.0,2747.0,1361.0,5874.0,1443.0,4188.0,536.0,2786.0,6445.0,1381.0,1443.0,958.0,2148.0,1829.0,2049.0,1241.0,1995.0,4943.0,2092.0,3911.0,2102.0,1656.0,4448.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2859,6103.0,1241.0,4995.0,1381.0,1703.0,167.0,168.0,772.0,4186.0,1381.0,5440.0,5375.0,1564.0,1677.0,1390.0,2777.0,1558.0,2311.0,1381.0,5982.0,6083.0,1381.0,2289.0,4961.0,1443.0,3098.0,1677.0,1390.0,3575.0,1558.0,3611.0,99.0,4961.0,2662.0,6394.0,1677.0,1390.0,1387.0,1443.0,3257.0,536.0,5248.0,6445.0,2747.0,1871.0,1299.0,1381.0,4128.0,2148.0,385.0,1390.0,1307.0,5320.0,5403.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,5937,2331.0,982.0,315.0,3161.0,3701.0,167.0,3544.0,2621.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,4448,1241.0,3554.0,1443.0,6422.0,2747.0,56.0,1299.0,536.0,6249.0,6445.0,1381.0,1443.0,958.0,288.0,167.0,1361.0,5874.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,3243,1241.0,6422.0,167.0,2083.0,1299.0,1443.0,3084.0,2919.0,3589.0,3664.0,1390.0,2977.0,1558.0,331.0,730.0,3483.0,4613.0,4961.0,1443.0,2255.0,1558.0,3469.0,730.0,3483.0,4613.0,4961.0,315.0,3167.0,1443.0,4083.0,3664.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,3483,1017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4771,4094,1558.0,6260.0,4961.0,1241.0,6242.0,2881.0,1307.0,3836.0,2805.0,1499.0,511.0,5220.0,6157.0,967.0,1673.0,182.0,245.0,6260.0,1241.0,6001.0,2662.0,1644.0,6377.0,1443.0,948.0,5440.0,3235.0,167.0,994.0,2616.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5658,1549,1241.0,6242.0,4334.0,1307.0,3935.0,6059.0,299.0,389.0,511.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3948,3022,4072.0,4995.0,5440.0,1307.0,3836.0,4297.0,5128.0,511.0,2662.0,4021.0,168.0,2248.0,4014.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5673,3483,1948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,967,4094.0,2155.0,1390.0,5248.0,1677.0,1241.0,3589.0,2919.0,1638.0,1558.0,3218.0,4961.0,6377.0,1390.0,5248.0,4535.0,1443.0,3075.0,536.0,3333.0,6445.0,536.0,2148.0,6260.0,5403.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4944,5921,555.0,6059.0,6184.0,3248.0,536.0,6127.0,5502.0,3391.0,697.0,6059.0,6161.0,882.0,3510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4316,5255,1443.0,332.0,4708.0,2331.0,982.0,315.0,928.0,614.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,1558,1980.0,5114.0,1381.0,3360.0,4961.0,3918.0,595.0,1558.0,4168.0,4961.0,1381.0,1271.0,1558.0,2696.0,4961.0,1381.0,1463.0,1558.0,5272.0,4961.0,1381.0,3778.0,1558.0,5272.0,4961.0,1381.0,5512.0,1558.0,3799.0,4961.0,1381.0,5967.0,1558.0,3799.0,4961.0,1381.0,2540.0,1558.0,5272.0,4961.0,1381.0,3462.0,1558.0,5272.0,4961.0,1381.0,5321.0,1558.0,5272.0,4961.0,1381.0,5315.0,1558.0,5272.0,4961.0,1381.0,6475.0,1558.0,5272.0,4961.0,1381.0,5326.0,1558.0,5272.0,4961.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3386,4592,4072.0,5018.0,6059.0,5966.0,1443.0,4072.0,982.0,315.0,890.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,5977,1390.0,3089.0,4736.0,5440.0,246.0,6463.0,3918.0,1007.0,5502.0,1443.0,1702.0,6112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,5403,1241.0,5935.0,4943.0,2148.0,6322.0,5440.0,6322.0,4128.0,2148.0,6338.0,1390.0,2148.0,5403.0,4534.0,3333.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1381,2148.0,1116.0,3049.0,4072.0,5669.0,4943.0,5937.0,1443.0,4033.0,5440.0,2171.0,471.0,2803.0,1558.0,93.0,5863.0,6059.0,5389.0,4961.0,2747.0,3048.0,4802.0,6069.0,1307.0,4730.0,1390.0,5808.0,418.0,536.0,5317.0,6115.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,3259,4072.0,958.0,5935.0,4943.0,2148.0,5403.0,6069.0,2885.0,3257.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5803,3,1390.0,4108.0,1381.0,3473.0,1381.0,1467.0,1381.0,3010.0,1443.0,1821.0,1558.0,5317.0,2599.0,4961.0,5855.0,4072.0,2468.0,2662.0,2739.0,692.0,3431.0,2919.0,3629.0,2152.0,1443.0,846.0,3735.0,1558.0,4701.0,2446.0,903.0,5248.0,3918.0,4707.0,4961.0,167.0,744.0,1307.0,5528.0,1549.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687,3092,4310.0,5440.0,4246.0,2148.0,2522.0,6069.0,1307.0,2428.0,3102.0,1443.0,5623.0,6411.0,2662.0,1307.0,4154.0,3909.0,3321.0,3150.0,6059.0,3491.0,784.0,536.0,3982.0,4613.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1935,4072.0,2989.0,2266.0,167.0,5635.0,95.0,1677.0,1390.0,2148.0,3874.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4511,2919,5901.0,5698.0,903.0,4756.0,5698.0,903.0,5248.0,3935.0,863.0,4072.0,4995.0,5440.0,1307.0,265.0,2484.0,2452.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1381,2148.0,2089.0,1241.0,479.0,5440.0,4979.0,2662.0,5751.0,2977.0,2747.0,4866.0,1299.0,536.0,798.0,6445.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,1381,495.0,1381.0,1736.0,5554.0,1381.0,1443.0,291.0,4072.0,982.0,315.0,5220.0,614.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,5403,1241.0,958.0,3554.0,2662.0,1307.0,4741.0,6059.0,3910.0,1656.0,1464.0,4448.0,1558.0,2868.0,4535.0,4961.0,1443.0,6422.0,167.0,56.0,1299.0,536.0,2758.0,6445.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3562,982,167.0,2005.0,2148.0,555.0,1625.0,2662.0,2148.0,6463.0,1381.0,1841.0,702.0,1381.0,4282.0,3483.0,683.0,1558.0,3982.0,3918.0,5317.0,3918.0,250.0,4961.0,498.0,3982.0,2599.0,2475.0,1381.0,5317.0,2599.0,2326.0,1381.0,250.0,2599.0,4022.0,5440.0,580.0,1443.0,3498.0,222.0,2599.0,580.0,3092.0,6103.0,6103.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,1381,1922.0,2148.0,5024.0,1390.0,4061.0,5403.0,1241.0,2195.0,1381.0,3231.0,1443.0,3531.0,4534.0,1171.0,3555.0,315.0,4053.0,1558.0,3437.0,4961.0,4588.0,6059.0,1443.0,2763.0,1558.0,3437.0,4961.0,4707.0,6059.0,3931.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,6460,2155.0,1241.0,2782.0,4943.0,5491.0,4595.0,574.0,2662.0,5738.0,1443.0,2786.0,574.0,2662.0,2817.0,6069.0,1307.0,883.0,4730.0,1390.0,6228.0,418.0,1381.0,958.0,3607.0,2747.0,2529.0,4802.0,536.0,2512.0,6445.0,2662.0,2977.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3386,863,4072.0,4995.0,2919.0,6127.0,6059.0,4910.0,6377.0,1558.0,542.0,6339.0,5836.0,4961.0,6157.0,1307.0,533.0,1763.0,6377.0,5782.0,4421.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5731,4161,4671.0,1381.0,2148.0,3535.0,2939.0,1241.0,2653.0,580.0,2599.0,2599.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,245,3874.0,1241.0,1287.0,2662.0,1307.0,3243.0,6069.0,2092.0,5259.0,2702.0,2747.0,909.0,1299.0,536.0,0.0,4613.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,1558,1980.0,5114.0,1381.0,3360.0,4961.0,3918.0,3452.0,1558.0,4168.0,4961.0,1381.0,1830.0,1558.0,5272.0,4961.0,1381.0,3698.0,1558.0,5272.0,4961.0,1381.0,1447.0,1558.0,5272.0,4961.0,1381.0,6215.0,1558.0,2696.0,4961.0,1381.0,1407.0,1558.0,2696.0,4961.0,1381.0,5524.0,1558.0,5272.0,4961.0,1381.0,144.0,1558.0,5272.0,4961.0,1381.0,6358.0,1558.0,3799.0,4961.0,1381.0,4718.0,1558.0,2696.0,4961.0,1381.0,5201.0,1558.0,3799.0,4961.0,1381.0,1113.0,1558.0,3799.0,4961.0,1381.0,1701.0,1558.0,3799.0,4961.0,1381.0,4346.0,1558.0,2696.0,4961.0,1381.0,1500.0,1558.0,3799.0,4961.0,1381.0,4665.0,1558.0,3799.0,4961.0,1381.0,6349.0,1558.0,5272.0,4961.0,1381.0,6397.0,1558.0,5272.0,4961.0,1381.0,1099.0,1558.0,3799.0,4961.0,702.0
323,99,6298.0,749.0,5403.0,1241.0,4995.0,1443.0,3589.0,2919.0,4588.0,1677.0,1390.0,6399.0,2709.0,63.0,6069.0,2885.0,3257.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,2392,1390.0,4100.0,935.0,5504.0,1110.0,3836.0,5830.0,6103.0,3809.0,3918.0,4378.0,2498.0,3631.0,6463.0,536.0,557.0,2510.0,2662.0,3391.0,3480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,3935,2155.0,1241.0,1056.0,5440.0,1700.0,1381.0,27.0,2724.0,227.0,2919.0,1638.0,6377.0,4128.0,5610.0,5420.0,6517.0,1241.0,900.0,1381.0,1443.0,4310.0,5440.0,4246.0,2747.0,1871.0,1299.0,2662.0,2066.0,536.0,1531.0,6445.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3304,4094,1558.0,6260.0,4961.0,1241.0,4995.0,6157.0,967.0,2155.0,5440.0,2148.0,2263.0,511.0,2545.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
