0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
5616,2946,3120.0,4132.0,1725.0,2765.0,522.0,2481.0,2709.0,4188.0,2477.0,5146.0,6068.0,2477.0,5146.0,6058.0,2477.0,3565.0,5400.0,2477.0,5146.0,3120.0,3460.0,3179.0,6346.0,6045.0,4715.0,2477.0,5146.0,5892.0,2477.0,5146.0,4066.0,2477.0,5146.0,3565.0,5486.0,2477.0,5146.0,3712.0,3712.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5764,5146,3120.0,4294.0,2537.0,4054.0,2537.0,4922.0,3904.0,1184.0,134.0,2016.0,140.0,2609.0,1976.0,2740.0,4874.0,2016.0,140.0,1474.0,1915.0,2718.0,3448.0,6470.0,6281.0,5230.0,3151.0,1101.0,4823.0,2816.0,3653.0,791.0,5757.0,2016.0,1694.0,5496.0,4079.0,4735.0,467.0,1415.0,786.0,819.0,3975.0,3904.0,1184.0,168.0,1965.0,6047.0,1640.0,2617.0,393.0,3565.0,1438.0,6281.0,4032.0,1178.0,5496.0,5230.0,3151.0,1101.0,4823.0,467.0,2718.0,1101.0,975.0,3774.0,485.0,5020.0,5020.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,1160,1184.0,3232.0,2718.0,5400.0,6470.0,6281.0,4032.0,1178.0,442.0,140.0,1896.0,4199.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,2107,3179.0,4383.0,2209.0,140.0,2712.0,2538.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4246,1674,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,2012,5496.0,222.0,2477.0,467.0,1184.0,4734.0,528.0,1898.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,1725,4846.0,4370.0,3700.0,1056.0,3583.0,2537.0,4721.0,6069.0,2323.0,522.0,6039.0,5146.0,5106.0,4372.0,3565.0,2798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4023,2574,2816.0,4032.0,1178.0,5146.0,3120.0,3460.0,5496.0,2260.0,1057.0,467.0,3179.0,4525.0,5146.0,166.0,2617.0,1253.0,3565.0,393.0,2718.0,6433.0,1640.0,3565.0,3284.0,1438.0,6281.0,6399.0,4823.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,1724,310.0,5146.0,1654.0,2617.0,4666.0,4569.0,48.0,1725.0,572.0,5146.0,4166.0,3565.0,3429.0,4823.0,1310.0,3343.0,6045.0,4967.0,5146.0,4217.0,3565.0,4580.0,5146.0,3712.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6077,513,1319.0,2617.0,684.0,3396.0,1725.0,900.0,1778.0,3179.0,941.0,2209.0,2789.0,2102.0,3363.0,1725.0,3120.0,4513.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,3975,5682.0,3179.0,148.0,6045.0,337.0,5146.0,920.0,6061.0,4918.0,3120.0,5118.0,2816.0,809.0,5933.0,4132.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,1674,2452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,1915,1184.0,3284.0,4257.0,2617.0,667.0,3109.0,1725.0,2031.0,3565.0,3120.0,903.0,1926.0,2816.0,2310.0,4606.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,5496,5552.0,2477.0,5146.0,519.0,467.0,3565.0,1953.0,5496.0,2994.0,2477.0,5146.0,5419.0,467.0,3179.0,983.0,2718.0,1460.0,436.0,3565.0,4344.0,3953.0,5146.0,6045.0,176.0,6045.0,2718.0,2303.0,1725.0,3120.0,790.0,5568.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,591,2016.0,140.0,2256.0,3144.0,5146.0,3120.0,6296.0,3664.0,646.0,1425.0,2718.0,3923.0,4386.0,4200.0,5157.0,5157.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,1160,1184.0,3232.0,2718.0,4185.0,975.0,6281.0,4032.0,1178.0,974.0,546.0,5535.0,2718.0,1101.0,975.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6062,1184,4833.0,2816.0,1791.0,5767.0,1547.0,3319.0,3565.0,1184.0,3791.0,528.0,3476.0,999.0,31.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,2537,3670.0,4144.0,5146.0,4429.0,5146.0,3278.0,3565.0,4569.0,3609.0,2798.0,1725.0,3120.0,5251.0,900.0,2012.0,5133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,2416,4153.0,1725.0,3202.0,1674.0,3796.0,3179.0,4188.0,1674.0,6068.0,5146.0,4188.0,1674.0,4188.0,5146.0,3565.0,6068.0,1674.0,4188.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,3953,5146.0,3120.0,5999.0,870.0,3179.0,1476.0,3565.0,1965.0,2617.0,393.0,3565.0,1287.0,1253.0,2016.0,6252.0,546.0,1882.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4699,1184,4383.0,6045.0,3579.0,6045.0,2409.0,1143.0,6481.0,6481.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,219,1184.0,800.0,2816.0,5865.0,3565.0,168.0,848.0,6281.0,3841.0,4823.0,2718.0,5400.0,975.0,2016.0,140.0,297.0,2818.0,442.0,1174.0,4199.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5788,5528,2537.0,5107.0,4973.0,1184.0,3975.0,2005.0,6252.0,3962.0,1725.0,1101.0,1976.0,2477.0,3548.0,3565.0,2805.0,1184.0,983.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,624,4517.0,4012.0,1319.0,3179.0,941.0,2209.0,826.0,3120.0,3072.0,3880.0,2000.0,1915.0,2700.0,1640.0,5146.0,2016.0,5951.0,2816.0,268.0,6342.0,3880.0,2000.0,5990.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,3382,720.0,4634.0,3179.0,4257.0,2617.0,1101.0,6341.0,2949.0,557.0,1915.0,2718.0,6068.0,975.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,3483,1184.0,5840.0,528.0,5511.0,2989.0,5496.0,5846.0,5400.0,2477.0,467.0,467.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5698,5496,1993.0,467.0,5146.0,946.0,557.0,5496.0,5843.0,467.0,5146.0,5670.0,557.0,5496.0,4545.0,467.0,3565.0,1680.0,6193.0,3179.0,976.0,2209.0,5419.0,1382.0,1415.0,1781.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4023,2574,5065.0,2816.0,4032.0,1178.0,5146.0,3120.0,1400.0,3460.0,3179.0,2094.0,974.0,2096.0,5146.0,166.0,5869.0,2617.0,1287.0,1253.0,3565.0,5250.0,393.0,2816.0,1033.0,2113.0,3285.0,6508.0,2016.0,3120.0,3460.0,5146.0,3565.0,1438.0,2016.0,6252.0,6354.0,6281.0,4808.0,4823.0,6305.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,638,3179.0,1225.0,2946.0,6252.0,2444.0,4595.0,5496.0,2351.0,6192.0,467.0,2016.0,140.0,6047.0,4063.0,376.0,2016.0,4188.0,6341.0,4099.0,1915.0,5146.0,2617.0,3966.0,6048.0,3565.0,4922.0,4206.0,4063.0,5496.0,951.0,467.0,6045.0,3120.0,5887.0,4063.0,3565.0,624.0,4063.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,2242,3179.0,485.0,4243.0,6281.0,696.0,4706.0,2718.0,6068.0,1274.0,2816.0,1283.0,3335.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,2920,4003.0,1678.0,3145.0,2957.0,250.0,4344.0,3565.0,572.0,3145.0,1725.0,3120.0,5536.0,4639.0,6006.0,1915.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,2881,4188.0,6341.0,1915.0,1725.0,6007.0,5146.0,811.0,3565.0,4842.0,2293.0,5496.0,3450.0,522.0,6068.0,522.0,4188.0,2016.0,2416.0,4132.0,467.0,1184.0,2722.0,6281.0,3292.0,1056.0,3120.0,4188.0,6341.0,1915.0,1725.0,2805.0,6281.0,6399.0,4823.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,1460,1184.0,3744.0,2016.0,1376.0,2718.0,1101.0,975.0,3565.0,5525.0,2630.0,2816.0,268.0,5923.0,2537.0,50.0,2529.0,5865.0,5865.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5060,5146,140.0,5208.0,3486.0,1725.0,1528.0,2381.0,5496.0,2718.0,4188.0,828.0,2477.0,2925.0,2746.0,5146.0,2732.0,3145.0,467.0,1184.0,14.0,2016.0,1081.0,5496.0,3450.0,3109.0,467.0,3773.0,521.0,2816.0,2474.0,3221.0,728.0,1725.0,3120.0,2927.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,1415,5496.0,668.0,5146.0,2624.0,2477.0,467.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4023,2075,2718.0,722.0,6470.0,6281.0,4032.0,1178.0,5146.0,3120.0,903.0,1725.0,1160.0,1926.0,528.0,4606.0,2816.0,5986.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3120,2550.0,2868.0,5459.0,5146.0,3120.0,2550.0,1460.0,1915.0,1184.0,4383.0,2209.0,3699.0,1678.0,3145.0,1674.0,2104.0,1725.0,2550.0,5496.0,4627.0,492.0,5419.0,492.0,2265.0,743.0,467.0,2016.0,1289.0,2989.0,5496.0,656.0,492.0,4111.0,5146.0,2624.0,2477.0,467.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,2071,1502.0,1725.0,158.0,2537.0,4349.0,3565.0,3646.0,5496.0,313.0,2709.0,2454.0,5146.0,3249.0,5146.0,1109.0,3565.0,4554.0,467.0,3179.0,4383.0,2209.0,140.0,1732.0,3565.0,2315.0,2574.0,1569.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,2881,1915.0,1184.0,4726.0,2816.0,140.0,2111.0,2537.0,5156.0,4884.0,742.0,2545.0,5496.0,4808.0,2104.0,467.0,3565.0,2093.0,2016.0,6252.0,4196.0,6354.0,6281.0,4820.0,4823.0,2718.0,4185.0,975.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,1915,1184.0,3232.0,442.0,4447.0,1575.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6023,1725,614.0,2012.0,5779.0,2946.0,2498.0,2537.0,898.0,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,5146,3120.0,870.0,2617.0,4465.0,2453.0,3179.0,1476.0,2209.0,6325.0,1253.0,3565.0,4726.0,1056.0,140.0,3485.0,6515.0,3953.0,1697.0,2816.0,2792.0,140.0,250.0,559.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,1467,2251.0,1725.0,1014.0,2016.0,3120.0,4382.0,1569.0,1184.0,4163.0,2016.0,5314.0,2617.0,4666.0,3396.0,1725.0,6124.0,3565.0,1014.0,1014.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,3591,5456.0,1184.0,16.0,2016.0,1253.0,5496.0,5527.0,2104.0,68.0,5456.0,467.0,5146.0,4525.0,3920.0,5146.0,3565.0,1438.0,2016.0,1174.0,5496.0,2716.0,4823.0,5146.0,2053.0,975.0,467.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,5146,3120.0,5909.0,1184.0,3641.0,2016.0,5951.0,2816.0,5278.0,4855.0,2962.0,5146.0,5728.0,2816.0,3120.0,1555.0,1725.0,140.0,2953.0,334.0,140.0,5895.0,2384.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500,5146,3524.0,1184.0,1425.0,2016.0,3614.0,1962.0,3565.0,5281.0,2513.0,2816.0,1033.0,3962.0,1725.0,2163.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5306,5262,5496.0,3839.0,5146.0,668.0,467.0,5146.0,4853.0,557.0,5496.0,947.0,5146.0,668.0,467.0,3565.0,3385.0,5496.0,1094.0,5146.0,668.0,467.0,3179.0,5868.0,528.0,177.0,2219.0,2272.0,2885.0,1781.0,1415.0,5146.0,2518.0,1415.0,1770.0,348.0,4954.0,5496.0,5346.0,5146.0,668.0,467.0,1184.0,5868.0,528.0,5481.0,2272.0,2885.0,1781.0,1415.0,5146.0,2518.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5249,1144,1725.0,1447.0,2537.0,2593.0,4957.0,2617.0,4666.0,5691.0,2537.0,2739.0,1964.0,3058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,3145,5496.0,2884.0,480.0,467.0,1725.0,815.0,557.0,2016.0,5366.0,2104.0,1725.0,3123.0,3179.0,2722.0,2816.0,4808.0,2104.0,1725.0,2904.0,2718.0,3120.0,5408.0,3771.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,3840,1725.0,3725.0,5431.0,3084.0,4006.0,1216.0,2409.0,2538.0,1589.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,5677,3170.0,4060.0,5146.0,6007.0,5496.0,3034.0,5146.0,744.0,2477.0,5146.0,3816.0,1050.0,467.0,5146.0,4046.0,5496.0,3034.0,5146.0,744.0,2477.0,5146.0,3816.0,1050.0,467.0,5146.0,3565.0,3762.0,5496.0,1616.0,5146.0,829.0,2477.0,5146.0,3816.0,1050.0,467.0,3179.0,1085.0,2016.0,1516.0,1763.0,4153.0,3565.0,1159.0,2016.0,968.0,3694.0,1497.0,5146.0,6033.0,3179.0,168.0,4452.0,2016.0,1249.0,4599.0,2890.0,442.0,1049.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,2957,5682.0,3179.0,941.0,2209.0,1170.0,3565.0,3204.0,1725.0,4051.0,199.0,2617.0,3565.0,6176.0,2712.0,3853.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,1674,1614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6058,5824,1725.0,4190.0,5496.0,6303.0,480.0,467.0,3179.0,14.0,2016.0,2624.0,2477.0,393.0,5496.0,5400.0,2104.0,467.0,442.0,3965.0,521.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4913,1674,3041.0,5496.0,2498.0,2537.0,898.0,3041.0,467.0,1184.0,941.0,2209.0,6261.0,3041.0,2617.0,6252.0,5323.0,1915.0,1725.0,298.0,1196.0,2674.0,2209.0,1651.0,6281.0,4808.0,4823.0,6305.0,3565.0,168.0,848.0,2016.0,2833.0,1174.0,6281.0,566.0,4823.0,2718.0,1625.0,975.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,3453,3179.0,983.0,6045.0,3975.0,6176.0,485.0,411.0,522.0,1345.0,2012.0,5146.0,1110.0,2989.0,5577.0,5146.0,1110.0,1196.0,5577.0,5146.0,4663.0,5146.0,567.0,5146.0,6066.0,5146.0,1780.0,5146.0,3565.0,1154.0,557.0,5496.0,5364.0,2816.0,1386.0,2477.0,467.0,3179.0,5868.0,528.0,5419.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,1674,4589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5399,4584,1184.0,4383.0,2209.0,4612.0,140.0,1999.0,2537.0,219.0,2538.0,4833.0,2016.0,1216.0,2409.0,4825.0,5681.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4023,521,2718.0,6068.0,975.0,6281.0,4032.0,1178.0,5146.0,3120.0,1400.0,2553.0,1184.0,2227.0,5496.0,3316.0,3626.0,467.0,3565.0,166.0,1366.0,1640.0,2617.0,5266.0,1253.0,644.0,3120.0,6427.0,1184.0,6281.0,4198.0,589.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,1460,941.0,2209.0,1724.0,2538.0,5023.0,148.0,682.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,5061,3145.0,6195.0,1319.0,3179.0,2093.0,2016.0,140.0,3356.0,6281.0,4900.0,4823.0,2718.0,6058.0,6470.0,442.0,4447.0,3821.0,2816.0,1388.0,3120.0,5196.0,1599.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4246,1674,3326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
