0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
2130,4457,3111.0,2733.0,6254.0,4589.0,6258.0,4857.0,4589.0,2878.0,2786.0,1768.0,6401.0,5178.0,1110.0,4653.0,6430.0,2779.0,5205.0,4796.0,3529.0,1952.0,5943.0,2155.0,2069.0,4203.0,3507.0,4857.0,1486.0,1841.0,1963.0,3719.0,5428.0,3006.0,5766.0,5106.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,3913,1855.0,3852.0,1047.0,6254.0,3561.0,669.0,6254.0,847.0,3415.0,4449.0,5739.0,1855.0,3852.0,2605.0,6254.0,3561.0,1165.0,6254.0,847.0,3760.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,3395,3487.0,3994.0,4203.0,2013.0,5205.0,1889.0,6338.0,5178.0,1853.0,1224.0,4872.0,5083.0,1862.0,1881.0,4857.0,6170.0,3605.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,3497,4589.0,6356.0,6394.0,6254.0,1130.0,1768.0,5456.0,724.0,4589.0,5757.0,6356.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,2181,1640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,2639,4531.0,4203.0,862.0,6254.0,6401.0,5178.0,4796.0,3529.0,6254.0,4857.0,1841.0,1963.0,2486.0,5428.0,3669.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576,1986,4568.0,6254.0,1853.0,1965.0,5956.0,6254.0,2401.0,6437.0,6484.0,4291.0,4568.0,6254.0,4857.0,1484.0,1965.0,3274.0,6254.0,2349.0,66.0,4291.0,4568.0,1768.0,1605.0,1874.0,4750.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,4449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,3149,853.0,3994.0,4203.0,5242.0,4649.0,6044.0,425.0,5809.0,5127.0,1602.0,5178.0,6044.0,1051.0,894.0,232.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,1965,1007.0,4568.0,4857.0,6271.0,5809.0,1777.0,6294.0,1965.0,108.0,4568.0,1768.0,2013.0,4227.0,4589.0,4078.0,5839.0,2884.0,3578.0,4589.0,3824.0,2455.0,2866.0,4857.0,6174.0,6254.0,2521.0,2521.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,1965,2821.0,4291.0,4568.0,4857.0,2353.0,1965.0,3601.0,4291.0,4568.0,1768.0,3507.0,5884.0,4407.0,6254.0,6385.0,4737.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3485,2181,2209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,2455,3449.0,2181.0,315.0,1855.0,3612.0,6239.0,5809.0,5645.0,1431.0,3268.0,3449.0,2181.0,315.0,4203.0,2013.0,5205.0,3557.0,401.0,5154.0,5246.0,6044.0,4294.0,5809.0,5645.0,882.0,1965.0,2900.0,6437.0,2949.0,5607.0,241.0,6254.0,5468.0,6437.0,6407.0,5935.0,241.0,6254.0,4857.0,5335.0,6437.0,4029.0,5566.0,4568.0,273.0,5884.0,807.0,3591.0,3994.0,2455.0,6239.0,2037.0,5059.0,4449.0,,,,,,,,,,,,,,,,,,,,,,
2347,2181,2767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,773,2455.0,1895.0,1965.0,4707.0,6437.0,2918.0,4568.0,4857.0,2544.0,3469.0,3809.0,4203.0,5456.0,2454.0,4649.0,3994.0,451.0,1963.0,802.0,5428.0,6254.0,3149.0,368.0,6044.0,4262.0,3994.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3485,2181,2718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4316,6191,1768.0,5731.0,5296.0,807.0,2692.0,436.0,2682.0,3552.0,368.0,1963.0,3544.0,157.0,2635.0,285.0,724.0,3215.0,2612.0,4717.0,4717.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,2181,2430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4445,6254,4589.0,4531.0,4203.0,1237.0,368.0,6452.0,4857.0,4941.0,6093.0,1768.0,1452.0,5178.0,1410.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,2128,2455.0,4589.0,3994.0,4727.0,724.0,1037.0,1891.0,4589.0,3824.0,2455.0,2688.0,4857.0,6044.0,2611.0,3184.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3590,3684,1768.0,2455.0,2383.0,3206.0,4857.0,1768.0,1605.0,1874.0,3507.0,5884.0,2443.0,2119.0,3578.0,2072.0,5491.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,2181,3049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671,6254,4589.0,2178.0,1768.0,2072.0,780.0,1963.0,5501.0,5428.0,2181.0,3386.0,6246.0,5754.0,5884.0,3969.0,5039.0,724.0,6014.0,5428.0,4857.0,5064.0,1963.0,6014.0,5428.0,3006.0,5501.0,5106.0,724.0,2440.0,2777.0,5887.0,2134.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,2181,1607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,5886,4203.0,3421.0,862.0,724.0,6237.0,3994.0,5809.0,4812.0,6362.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,1037,431.0,3994.0,4515.0,4727.0,4649.0,6044.0,2475.0,5886.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,1948,3365.0,4203.0,2375.0,5884.0,3994.0,5500.0,5205.0,3389.0,5953.0,5178.0,6044.0,5624.0,3069.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,5013,1965.0,5202.0,4568.0,4203.0,2013.0,5884.0,6044.0,6522.0,773.0,2455.0,4962.0,6254.0,3399.0,4857.0,3072.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,3452,4203.0,2013.0,5205.0,2505.0,2664.0,3376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6248,4456,6254.0,4589.0,5753.0,1354.0,3172.0,3994.0,4203.0,5515.0,4857.0,6142.0,5178.0,830.0,2712.0,3356.0,1845.0,6254.0,3567.0,4203.0,3421.0,3390.0,3006.0,504.0,2455.0,4961.0,1952.0,6044.0,4816.0,3994.0,4203.0,3507.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5929,4449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4365,5579,3726.0,3766.0,1965.0,2745.0,5501.0,1552.0,6254.0,3847.0,4291.0,4568.0,6254.0,5579.0,1871.0,3766.0,1965.0,3847.0,4291.0,4568.0,6254.0,6130.0,1871.0,3766.0,1965.0,4337.0,4291.0,4568.0,6254.0,5787.0,1871.0,3766.0,1965.0,6330.0,5234.0,6254.0,2176.0,4291.0,4568.0,6254.0,4857.0,2126.0,1871.0,3766.0,1965.0,66.0,4291.0,4568.0,1768.0,572.0,5884.0,5956.0,6254.0,1277.0,463.0,6110.0,5787.0,3726.0,1965.0,2595.0,4291.0,4568.0,4857.0,6130.0,3726.0,5630.0,1768.0,3507.0,5884.0,1616.0,5268.0,1965.0,3531.0,4568.0,4449.0,,,
1264,5809,5261.0,2509.0,5809.0,3340.0,5334.0,5178.0,807.0,3519.0,4409.0,2716.0,2882.0,4582.0,5809.0,2070.0,3749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,5519,5839.0,4203.0,5731.0,368.0,6044.0,1850.0,2576.0,4449.0,4291.0,4340.0,2644.0,1582.0,3994.0,5178.0,6044.0,5433.0,1935.0,3636.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,6393,424.0,4898.0,6511.0,3661.0,2992.0,5698.0,1281.0,1855.0,3852.0,6254.0,4908.0,5278.0,3561.0,6254.0,3692.0,5278.0,847.0,6254.0,5439.0,4449.0,5739.0,1855.0,3852.0,6254.0,4970.0,5278.0,3561.0,6254.0,2241.0,5278.0,847.0,6254.0,6499.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,189,6254.0,4589.0,5399.0,5484.0,4203.0,4660.0,5205.0,807.0,492.0,5724.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4225,1871,4203.0,2013.0,5205.0,1709.0,2455.0,4983.0,3766.0,2667.0,724.0,4589.0,6224.0,3353.0,2620.0,5588.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,1480,6436.0,707.0,4203.0,1874.0,5363.0,1855.0,1228.0,5935.0,2455.0,1110.0,4653.0,3910.0,4857.0,2018.0,5935.0,2455.0,2911.0,1802.0,438.0,1895.0,1031.0,4203.0,6142.0,368.0,2486.0,5935.0,5919.0,6254.0,3390.0,3006.0,802.0,3386.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,3149,2204.0,4203.0,1202.0,4119.0,3006.0,3496.0,3386.0,368.0,4589.0,5794.0,5809.0,2980.0,4967.0,5276.0,3632.0,1719.0,2181.0,4797.0,3360.0,1051.0,894.0,2276.0,4857.0,729.0,1965.0,3307.0,1201.0,4133.0,2353.0,4568.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,6254,5391.0,6254.0,604.0,3332.0,4857.0,1711.0,5782.0,1544.0,415.0,1475.0,2455.0,4278.0,6239.0,610.0,4857.0,305.0,1871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,2455,2639.0,3188.0,1963.0,4506.0,4857.0,3820.0,1855.0,4859.0,6254.0,6239.0,3244.0,4857.0,4758.0,806.0,368.0,5203.0,2455.0,2238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,1965,2059.0,4291.0,737.0,4568.0,1768.0,572.0,5884.0,4722.0,3804.0,2455.0,2171.0,3040.0,2455.0,4326.0,2455.0,105.0,4857.0,917.0,5205.0,4146.0,494.0,3193.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4713,2181,1317.0,4203.0,3364.0,5884.0,6219.0,1673.0,3345.0,3449.0,4449.0,6254.0,3789.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3485,2181,782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3076,1965,901.0,4291.0,4568.0,4203.0,572.0,5884.0,1616.0,5268.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6533,5809,4812.0,5336.0,2844.0,5978.0,1885.0,6294.0,3673.0,1874.0,6044.0,3825.0,4881.0,3006.0,2460.0,5809.0,3722.0,5245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,2181,3037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,2560,5913.0,4203.0,1452.0,5884.0,4456.0,2611.0,5205.0,2248.0,5178.0,4135.0,4653.0,4130.0,4979.0,4449.0,2455.0,346.0,3356.0,6254.0,5568.0,1234.0,6044.0,2560.0,5809.0,4500.0,2259.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,213,1963.0,6392.0,5428.0,3669.0,6254.0,4589.0,955.0,3399.0,4203.0,3507.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3590,4589,2178.0,967.0,3232.0,4857.0,1768.0,1321.0,5205.0,4210.0,6254.0,4622.0,4313.0,6254.0,4857.0,5205.0,5885.0,3821.0,3796.0,5178.0,5347.0,2455.0,4676.0,2786.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,4695,1855.0,337.0,1802.0,2455.0,4678.0,101.0,4203.0,4156.0,368.0,2911.0,5935.0,248.0,3994.0,1965.0,5501.0,4653.0,5406.0,2069.0,4653.0,4568.0,3006.0,5501.0,1924.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,2181,3400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,1965,1541.0,4568.0,4203.0,1605.0,1874.0,6044.0,629.0,1707.0,368.0,4589.0,3385.0,2455.0,6044.0,1035.0,1707.0,2455.0,6174.0,5884.0,4589.0,4898.0,3699.0,724.0,6156.0,6276.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1014,2455.0,1868.0,5809.0,1777.0,4582.0,5809.0,5487.0,2952.0,1965.0,3030.0,2745.0,2522.0,2745.0,1881.0,4568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,5886,665.0,3421.0,2396.0,1963.0,3719.0,5428.0,3006.0,3836.0,5106.0,4857.0,3307.0,4589.0,3803.0,665.0,2170.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,5425,5749.0,1592.0,1050.0,3569.0,2455.0,667.0,680.0,6470.0,1965.0,1866.0,4568.0,1891.0,1709.0,724.0,6453.0,106.0,6470.0,3792.0,1965.0,2039.0,4568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,3841,1885.0,1735.0,929.0,1874.0,4881.0,4003.0,3006.0,2460.0,3722.0,5245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,2181,5435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,4594,1855.0,781.0,1802.0,2455.0,4678.0,101.0,4857.0,2911.0,5935.0,2455.0,1183.0,5602.0,2700.0,1768.0,223.0,368.0,6044.0,2486.0,5935.0,1051.0,894.0,1602.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433,1965,2229.0,6254.0,4707.0,1855.0,4942.0,4393.0,4568.0,4203.0,3364.0,5205.0,5351.0,4868.0,1965.0,2104.0,4568.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3793,3011,1965.0,2458.0,5143.0,4568.0,2455.0,3913.0,840.0,1365.0,5674.0,1963.0,4589.0,6229.0,3793.0,1424.0,5089.0,4857.0,2075.0,3193.0,1506.0,665.0,1445.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,1666,724.0,3969.0,5039.0,6254.0,4589.0,2178.0,1768.0,862.0,3693.0,6254.0,6401.0,5178.0,4796.0,3529.0,4857.0,2349.0,1410.0,5375.0,356.0,6254.0,4857.0,3421.0,1841.0,368.0,2161.0,1963.0,2911.0,5428.0,3006.0,1045.0,5106.0,5106.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,6082,3994.0,3507.0,4203.0,5242.0,724.0,6044.0,425.0,5809.0,5127.0,1051.0,5809.0,894.0,1602.0,1965.0,2911.0,5935.0,4568.0,6254.0,4660.0,4857.0,780.0,1963.0,346.0,5428.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3590,3591,5903.0,1768.0,2013.0,5178.0,2261.0,3529.0,1965.0,637.0,1656.0,2086.0,4568.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,1921,1768.0,4977.0,368.0,4589.0,2417.0,5296.0,1426.0,2877.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4225,1285,1965.0,1850.0,1802.0,4568.0,4857.0,318.0,1965.0,1850.0,1802.0,4568.0,1768.0,6142.0,368.0,159.0,5935.0,2455.0,3237.0,1965.0,6484.0,4291.0,4568.0,1963.0,1228.0,5428.0,5178.0,2818.0,5752.0,3006.0,5501.0,5106.0,6254.0,4857.0,3910.0,1965.0,802.0,1802.0,4568.0,4203.0,4515.0,5456.0,724.0,4589.0,5886.0,1963.0,6044.0,4475.0,1049.0,5039.0,2228.0,3098.0,3496.0,5428.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,
3612,6142,3994.0,4203.0,3390.0,4133.0,604.0,5752.0,6254.0,4857.0,3421.0,4589.0,2276.0,4203.0,223.0,4649.0,6044.0,472.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,1666,724.0,3969.0,5039.0,4589.0,108.0,3994.0,4203.0,5242.0,724.0,6044.0,4129.0,539.0,4857.0,6401.0,2364.0,5178.0,3617.0,437.0,4563.0,4703.0,1928.0,368.0,6327.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,2181,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,5943,2455.0,4589.0,6142.0,3591.0,3994.0,4203.0,4488.0,724.0,6177.0,5178.0,3591.0,4211.0,1965.0,452.0,4291.0,4568.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,4703,3389.0,6142.0,368.0,807.0,338.0,4635.0,4133.0,2353.0,3480.0,5057.0,6044.0,4129.0,539.0,6254.0,4589.0,5085.0,1768.0,738.0,4649.0,6044.0,1733.0,5178.0,3975.0,2455.0,1850.0,6486.0,4857.0,4930.0,2455.0,2069.0,6486.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4946,2893,6254.0,2052.0,1802.0,4461.0,4857.0,5501.0,1802.0,4648.0,5602.0,2700.0,1768.0,1237.0,368.0,2486.0,3356.0,1889.0,114.0,2455.0,3529.0,4857.0,4247.0,2736.0,1965.0,6177.0,1855.0,2069.0,4143.0,2181.0,4143.0,4568.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,6420,6254.0,3478.0,5809.0,3111.0,5480.0,5961.0,4203.0,1841.0,4649.0,4589.0,2510.0,1963.0,2711.0,5428.0,3006.0,6157.0,1052.0,1052.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,3507,3459.0,4008.0,1768.0,6401.0,5178.0,1410.0,4857.0,4667.0,3529.0,368.0,5191.0,6254.0,4857.0,3421.0,1841.0,4133.0,2161.0,1963.0,6392.0,5428.0,3006.0,3836.0,5106.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125,839,4649.0,2093.0,4713.0,6093.0,3197.0,4589.0,5303.0,1709.0,4857.0,1440.0,3916.0,2455.0,4273.0,2993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,3507,5551.0,4203.0,862.0,6254.0,6401.0,5178.0,2261.0,3529.0,4857.0,1841.0,368.0,2417.0,1963.0,3969.0,5039.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5037,4203,5254.0,5970.0,1149.0,368.0,6044.0,2938.0,56.0,1963.0,5239.0,5428.0,1965.0,1228.0,5428.0,62.0,4568.0,3006.0,5766.0,5106.0,4133.0,2353.0,3857.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671,6254,4589.0,5350.0,1768.0,5033.0,1963.0,2911.0,5428.0,3669.0,4857.0,2072.0,4260.0,2724.0,1963.0,2162.0,5428.0,5428.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
