0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
1406,5590,3535.0,6116.0,4964.0,5590.0,6429.0,2066.0,3673.0,2302.0,3844.0,2588.0,3957.0,4964.0,2846.0,3239.0,5697.0,4260.0,243.0,5990.0,4721.0,3709.0,2242.0,4964.0,1445.0,1251.0,5625.0,5867.0,2588.0,3200.0,4553.0,3239.0,63.0,5867.0,2588.0,243.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,929,39.0,1301.0,4721.0,2242.0,6473.0,2836.0,4140.0,2588.0,1112.0,929.0,4260.0,2276.0,5990.0,3239.0,5932.0,6153.0,156.0,4260.0,2548.0,5990.0,4216.0,5732.0,2015.0,724.0,1640.0,170.0,4528.0,739.0,4958.0,2242.0,6153.0,1584.0,1178.0,3045.0,6473.0,1250.0,1473.0,2588.0,4375.0,4260.0,2049.0,5990.0,2200.0,2836.0,766.0,3776.0,133.0,4260.0,4004.0,5990.0,6153.0,1368.0,3299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6090,3565,4721.0,4094.0,2015.0,3448.0,1898.0,6153.0,1666.0,3399.0,1868.0,5590.0,2490.0,2668.0,3844.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,3702,206.0,4958.0,218.0,4964.0,3573.0,4964.0,3239.0,6042.0,6123.0,485.0,1347.0,2015.0,3448.0,1898.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,4964,4222.0,3923.0,3862.0,1858.0,4260.0,5312.0,5990.0,4721.0,858.0,6153.0,5590.0,1296.0,2066.0,203.0,5377.0,3528.0,2302.0,3844.0,6153.0,5590.0,3573.0,5903.0,253.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,5590,3535.0,5544.0,4964.0,2836.0,109.0,3844.0,4721.0,2242.0,6473.0,2968.0,4538.0,3923.0,3528.0,4260.0,724.0,5377.0,5990.0,3239.0,5006.0,3923.0,3503.0,4260.0,288.0,5377.0,5990.0,6153.0,3927.0,1946.0,1629.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2438,3102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825,3897,4003.0,4958.0,1079.0,6153.0,5590.0,973.0,5680.0,3185.0,4260.0,3303.0,5377.0,2015.0,2336.0,5945.0,5990.0,6123.0,5590.0,2285.0,3903.0,2588.0,4209.0,1347.0,2200.0,2423.0,2588.0,6089.0,1898.0,3399.0,6210.0,2836.0,4436.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,4964,2836.0,4683.0,4958.0,261.0,3399.0,6027.0,3903.0,882.0,3239.0,23.0,3777.0,3399.0,1370.0,2836.0,2971.0,4962.0,4964.0,5847.0,1843.0,1912.0,1271.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4878,2438,2963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,2204,2015.0,1560.0,1898.0,4964.0,2588.0,5530.0,3239.0,2244.0,3147.0,4721.0,2014.0,6299.0,3399.0,172.0,2836.0,4806.0,6202.0,2588.0,3200.0,48.0,3472.0,2244.0,661.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5911,2126,4260.0,6267.0,4811.0,159.0,4964.0,5616.0,4964.0,2719.0,4964.0,3239.0,1431.0,5990.0,1174.0,4958.0,242.0,6473.0,5590.0,6347.0,2588.0,6404.0,3239.0,5556.0,3897.0,1192.0,4767.0,3897.0,3903.0,486.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,3673,3844.0,4721.0,3818.0,3399.0,429.0,3239.0,2836.0,7.0,1858.0,4721.0,910.0,6153.0,1353.0,6123.0,1430.0,1347.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,3697,5699.0,4721.0,724.0,1347.0,2438.0,5726.0,4964.0,3239.0,2836.0,4148.0,5699.0,4721.0,4247.0,1347.0,2438.0,5726.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,788,2588.0,2836.0,4282.0,4721.0,4315.0,3399.0,3453.0,3977.0,5011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,1883,4260.0,4939.0,5990.0,4964.0,3157.0,1758.0,4260.0,3528.0,5990.0,3239.0,2696.0,4958.0,2750.0,2167.0,180.0,2999.0,4049.0,385.0,4260.0,5084.0,4964.0,3029.0,5990.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,4059,1484.0,2588.0,2836.0,6253.0,4721.0,5151.0,3239.0,2836.0,2359.0,777.0,4721.0,4315.0,6153.0,724.0,6388.0,1850.0,1178.0,179.0,3844.0,6123.0,1016.0,1347.0,2015.0,4209.0,5726.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2438,2544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,5945,4260.0,408.0,1178.0,5990.0,3239.0,894.0,4958.0,2750.0,2167.0,5696.0,4260.0,5565.0,5990.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5048,3897,310.0,685.0,4964.0,1037.0,4964.0,6322.0,3239.0,3308.0,619.0,2787.0,2588.0,2836.0,162.0,3797.0,848.0,5017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2438,3568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,3019,483.0,2503.0,2542.0,2560.0,3434.0,3019.0,768.0,4260.0,180.0,2999.0,4049.0,4462.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3267,2836,3565.0,3912.0,4964.0,1060.0,4260.0,5755.0,2066.0,5990.0,3239.0,2836.0,4806.0,1592.0,2588.0,2685.0,4260.0,1560.0,2066.0,5990.0,4958.0,857.0,1992.0,1404.0,2836.0,3844.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,4935,3897.0,4648.0,4958.0,7.0,2167.0,4511.0,3509.0,4964.0,4490.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,4900,1240.0,3903.0,2588.0,2836.0,6282.0,4721.0,1679.0,931.0,3399.0,2836.0,4699.0,2588.0,5502.0,6153.0,2836.0,3488.0,3239.0,4721.0,5083.0,3399.0,2540.0,6282.0,2015.0,798.0,3232.0,2588.0,3200.0,1495.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,580,2588.0,2836.0,1697.0,4140.0,4964.0,2836.0,6046.0,4721.0,6073.0,3239.0,1269.0,2200.0,6186.0,1629.0,3633.0,788.0,3775.0,3415.0,4721.0,6518.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,3009,2438.0,3199.0,3043.0,2244.0,2967.0,2015.0,4767.0,3897.0,2975.0,494.0,2360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041,3897,160.0,3300.0,3491.0,1843.0,2818.0,4260.0,3069.0,3550.0,4811.0,5257.0,3550.0,4811.0,4805.0,5990.0,4721.0,2242.0,1843.0,4765.0,2542.0,2836.0,109.0,4139.0,2588.0,2836.0,5530.0,4943.0,4958.0,2242.0,2167.0,5590.0,6089.0,2542.0,6089.0,2542.0,1238.0,512.0,1344.0,2588.0,3961.0,2438.0,4462.0,2438.0,6115.0,2286.0,3897.0,546.0,3844.0,3972.0,5590.0,5547.0,4043.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,3185,4721.0,4124.0,3673.0,2200.0,5590.0,1037.0,2709.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,6157,5279.0,4721.0,1615.0,4601.0,2015.0,203.0,5726.0,6153.0,2836.0,4767.0,3897.0,1552.0,6216.0,4472.0,595.0,6438.0,2438.0,3966.0,5256.0,3919.0,4616.0,5316.0,3239.0,4985.0,4260.0,5760.0,3213.0,4216.0,3794.0,5990.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2502,2285.0,4721.0,5151.0,3239.0,1340.0,3611.0,3399.0,1342.0,3547.0,3239.0,1740.0,1310.0,3972.0,2289.0,2094.0,5945.0,3239.0,2155.0,1629.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4957,1016,5726.0,2588.0,3565.0,4964.0,2836.0,5530.0,4721.0,4122.0,1404.0,5590.0,2560.0,1946.0,5903.0,4192.0,4964.0,1340.0,2836.0,4192.0,4721.0,6500.0,6123.0,4488.0,1347.0,2015.0,1560.0,1898.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2242,5918.0,3013.0,6074.0,2894.0,6153.0,3686.0,5515.0,1843.0,1629.0,5744.0,154.0,2015.0,2836.0,2612.0,1428.0,5450.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364,2836,6234.0,1697.0,5544.0,4964.0,2836.0,5320.0,3239.0,4632.0,4683.0,4958.0,2242.0,2242.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,3319,2270.0,546.0,2836.0,4236.0,4287.0,1858.0,4721.0,3619.0,1404.0,2836.0,263.0,2588.0,5590.0,442.0,3627.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1653,2588.0,2836.0,5254.0,968.0,4260.0,2424.0,541.0,6089.0,5990.0,6153.0,2836.0,4074.0,3232.0,4958.0,5996.0,3522.0,3472.0,2836.0,1726.0,3627.0,968.0,1653.0,2588.0,4037.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,7,6046.0,4721.0,6073.0,4964.0,1269.0,2200.0,6186.0,1629.0,3239.0,4593.0,6123.0,4650.0,1347.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1912,4721.0,1022.0,1404.0,1596.0,1733.0,2542.0,3174.0,4721.0,798.0,6500.0,6123.0,6513.0,1347.0,2015.0,6089.0,1898.0,6153.0,919.0,3794.0,6146.0,2511.0,2836.0,2390.0,4721.0,5083.0,3399.0,2540.0,1035.0,2438.0,1274.0,2967.0,3529.0,5590.0,5122.0,3403.0,5544.0,4964.0,1843.0,3121.0,6153.0,311.0,1843.0,4765.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2971,4964.0,3952.0,3897.0,190.0,256.0,738.0,4721.0,4593.0,1404.0,2836.0,4338.0,6123.0,4650.0,1347.0,2015.0,1790.0,5288.0,5288.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6271,3903,6075.0,2975.0,2588.0,3248.0,1290.0,2015.0,1134.0,3897.0,4441.0,454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4957,486,2836.0,865.0,3710.0,2015.0,1016.0,5726.0,6123.0,485.0,1347.0,4964.0,1889.0,4721.0,242.0,2200.0,5590.0,3820.0,2061.0,3185.0,2588.0,4604.0,1950.0,1850.0,2060.0,3239.0,2317.0,1950.0,1850.0,4993.0,6123.0,726.0,4952.0,2015.0,1016.0,5726.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6291,5582,1629.0,607.0,4260.0,3901.0,5990.0,3844.0,4721.0,6124.0,2200.0,5590.0,6045.0,770.0,2588.0,1960.0,1178.0,6147.0,4964.0,5391.0,1178.0,5326.0,4964.0,3239.0,2099.0,1178.0,1077.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3932,4721,1266.0,2167.0,2935.0,6357.0,4058.0,3239.0,5083.0,3221.0,20.0,798.0,6525.0,6525.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1814,3897.0,1768.0,5975.0,4721.0,4593.0,6123.0,938.0,1347.0,3448.0,1898.0,6153.0,5590.0,2863.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3156,848,4721.0,3709.0,242.0,2167.0,2836.0,5530.0,1040.0,4260.0,6244.0,1040.0,4964.0,265.0,2049.0,5990.0,6473.0,2836.0,1358.0,5596.0,3047.0,1843.0,3121.0,1025.0,926.0,3239.0,3915.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,2836,779.0,2588.0,5739.0,2438.0,44.0,2438.0,5739.0,4964.0,2836.0,6.0,5530.0,3844.0,4721.0,3709.0,7.0,6473.0,2836.0,4140.0,2588.0,3738.0,3239.0,4046.0,2302.0,4372.0,3738.0,4260.0,5755.0,3923.0,5990.0,1858.0,4721.0,858.0,6153.0,6186.0,1629.0,4260.0,6429.0,2066.0,5990.0,6473.0,3803.0,2015.0,4247.0,5726.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,4958,2242.0,3972.0,2836.0,3047.0,907.0,6153.0,481.0,3688.0,1980.0,2522.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6047,3391,4154.0,2078.0,14.0,162.0,259.0,1843.0,3381.0,2015.0,3676.0,848.0,1794.0,5266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5911,5223,4260.0,4543.0,5990.0,4721.0,2242.0,2167.0,5590.0,2882.0,3185.0,2588.0,5982.0,4964.0,6044.0,3239.0,5648.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,3923,2751.0,6441.0,4100.0,4721.0,857.0,3399.0,1043.0,853.0,2015.0,4381.0,2438.0,3652.0,4779.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3561,2836,3185.0,4721.0,4186.0,2287.0,3239.0,2960.0,1404.0,919.0,3143.0,2285.0,4260.0,3681.0,5716.0,3239.0,1585.0,6527.0,5990.0,2015.0,3015.0,3361.0,3239.0,3803.0,4260.0,1289.0,3897.0,836.0,5990.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3561,4964,2836.0,66.0,3844.0,4721.0,4122.0,1404.0,5590.0,5903.0,3897.0,1972.0,3919.0,4616.0,4192.0,2588.0,6429.0,1946.0,6128.0,3239.0,2839.0,6153.0,919.0,4338.0,1445.0,4721.0,3886.0,5090.0,3399.0,1013.0,1347.0,2015.0,4247.0,1898.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3235,5418,2588.0,5293.0,3923.0,2751.0,2559.0,4100.0,1843.0,5590.0,2849.0,2588.0,2559.0,4964.0,5373.0,3923.0,2751.0,3157.0,4394.0,4964.0,3191.0,3923.0,2751.0,3157.0,1883.0,1843.0,5590.0,2849.0,2588.0,2868.0,2688.0,3399.0,530.0,2836.0,5699.0,2588.0,2836.0,2303.0,2588.0,2836.0,190.0,3200.0,4553.0,6153.0,2836.0,1191.0,3844.0,4964.0,1472.0,3923.0,2751.0,5773.0,3239.0,1059.0,3923.0,2751.0,3157.0,2705.0,1843.0,5590.0,2849.0,2588.0,1175.0,2688.0,4964.0,1445.0,3947.0,1526.0,2836.0,2849.0,2588.0,4994.0,6153.0,2836.0,4318.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5415,2438,1744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2438,863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,4964,4102.0,2066.0,2588.0,4258.0,4958.0,3673.0,2200.0,6089.0,2066.0,2588.0,1629.0,3239.0,5759.0,6153.0,919.0,4192.0,6458.0,2015.0,4247.0,5726.0,6123.0,621.0,3918.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5343,4260,6429.0,1178.0,4705.0,5990.0,4721.0,6352.0,6153.0,3236.0,2066.0,2588.0,1629.0,4260.0,3844.0,1271.0,5990.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,615,2588.0,1132.0,4958.0,3459.0,6153.0,5265.0,1178.0,3045.0,1445.0,4958.0,5365.0,2015.0,1010.0,4235.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
