0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
2855,4862,3015.0,3694.0,6014.0,4770.0,3015.0,2632.0,4777.0,1174.0,2789.0,5945.0,2843.0,387.0,4192.0,2788.0,6014.0,253.0,4292.0,300.0,2599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,1227,4795.0,6486.0,1943.0,3015.0,1556.0,3911.0,2943.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,5464,906.0,4587.0,4522.0,5448.0,3015.0,5150.0,5066.0,6014.0,696.0,3597.0,5319.0,5206.0,3697.0,6224.0,2183.0,1221.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,1174,4968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,2720,5319.0,1914.0,1720.0,2183.0,4747.0,9.0,5675.0,2609.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5116,6407,1025.0,3266.0,9.0,4992.0,1949.0,776.0,5319.0,5684.0,2564.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3697,3266,1759.0,4236.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4016,6227,5857.0,3697.0,2788.0,6014.0,3989.0,5549.0,5877.0,5319.0,5973.0,4800.0,2855.0,4065.0,5206.0,3015.0,1923.0,3009.0,2855.0,2908.0,4065.0,1923.0,3015.0,1353.0,1340.0,4922.0,2073.0,2074.0,4903.0,6014.0,6127.0,4934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,3989,5319.0,2074.0,2946.0,5468.0,4059.0,4800.0,3463.0,2778.0,2600.0,1340.0,476.0,2402.0,6190.0,2778.0,3697.0,1237.0,906.0,1763.0,3989.0,4192.0,5101.0,3633.0,3015.0,3697.0,2920.0,39.0,1441.0,2402.0,5175.0,2778.0,9.0,4360.0,3633.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,1720,5468.0,5972.0,906.0,5399.0,3989.0,3697.0,1214.0,4192.0,4360.0,3633.0,906.0,3463.0,5448.0,9.0,4498.0,4985.0,4192.0,2442.0,6014.0,5230.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5277,5920,1684.0,2690.0,1759.0,5150.0,4778.0,387.0,4192.0,2788.0,3931.0,5537.0,5251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5754,3517,776.0,2492.0,5047.0,9.0,977.0,4537.0,4800.0,1362.0,2703.0,1174.0,5274.0,9.0,6400.0,5322.0,5574.0,1340.0,3697.0,2291.0,2402.0,5902.0,4192.0,342.0,1584.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,5087,3015.0,2074.0,635.0,721.0,5468.0,1237.0,906.0,125.0,5448.0,4192.0,2609.0,3633.0,2402.0,3120.0,2074.0,6211.0,5945.0,9.0,706.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,2074,5852.0,6511.0,2116.0,3015.0,2074.0,5852.0,1020.0,4537.0,5468.0,5808.0,2158.0,5081.0,5158.0,2703.0,1174.0,5274.0,5319.0,5852.0,4800.0,280.0,3009.0,5740.0,3009.0,5089.0,5061.0,1340.0,9.0,6205.0,2986.0,4800.0,680.0,3009.0,2027.0,3015.0,2035.0,6486.0,1340.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3484,2661,2073.0,3655.0,6371.0,4397.0,5053.0,6486.0,2402.0,179.0,6486.0,776.0,3067.0,2158.0,5150.0,4822.0,6014.0,2350.0,3840.0,5184.0,4397.0,2398.0,2276.0,4800.0,792.0,6486.0,3015.0,2944.0,1470.0,3015.0,6532.0,3015.0,3544.0,1340.0,3697.0,1730.0,4800.0,224.0,6486.0,3015.0,2944.0,1470.0,3015.0,6532.0,3015.0,3544.0,1340.0,4468.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,5548,249.0,5468.0,5409.0,274.0,2917.0,2073.0,3601.0,3697.0,441.0,2158.0,3284.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,5035,6041.0,5319.0,1506.0,6014.0,6428.0,256.0,4192.0,3513.0,6014.0,5196.0,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,4997,5282.0,3015.0,2187.0,1449.0,5468.0,1362.0,1943.0,666.0,3474.0,1545.0,666.0,868.0,853.0,666.0,167.0,6167.0,3015.0,5468.0,1596.0,4192.0,3016.0,1584.0,3697.0,2920.0,1746.0,4192.0,5046.0,3633.0,9.0,4498.0,3364.0,906.0,3463.0,5448.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,1868,2102.0,341.0,2074.0,3243.0,3015.0,3355.0,5468.0,2251.0,2402.0,2074.0,360.0,5013.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,3181,2074.0,1726.0,772.0,3015.0,4172.0,5274.0,5319.0,5150.0,5974.0,5322.0,1545.0,4537.0,776.0,2251.0,4582.0,2158.0,4582.0,2402.0,2074.0,1943.0,4537.0,1582.0,2583.0,3697.0,2609.0,1584.0,5760.0,2074.0,2401.0,4537.0,5468.0,182.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4727,4800,3119.0,3015.0,5089.0,4065.0,3455.0,1340.0,3015.0,5057.0,4224.0,4800.0,5535.0,3015.0,5089.0,4065.0,1436.0,1340.0,3015.0,5105.0,1163.0,4800.0,5442.0,1340.0,3015.0,1624.0,3015.0,3697.0,2815.0,776.0,5060.0,4397.0,1772.0,4809.0,135.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4679,3015,2295.0,5271.0,5319.0,6474.0,776.0,2494.0,9.0,3350.0,3601.0,2402.0,233.0,4537.0,2207.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,1074,5319.0,2074.0,2001.0,6014.0,2853.0,959.0,5468.0,5866.0,2402.0,659.0,2957.0,3697.0,6400.0,1826.0,2158.0,996.0,2074.0,5472.0,2073.0,5751.0,1560.0,4800.0,2864.0,4522.0,1340.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,1174,2613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166,5150,1294.0,1580.0,304.0,3015.0,2758.0,4878.0,5319.0,1362.0,5322.0,4426.0,5468.0,2251.0,2402.0,1034.0,4878.0,5319.0,733.0,5322.0,2484.0,4537.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,1848,717.0,5945.0,5468.0,5808.0,2158.0,2074.0,5184.0,1759.0,2311.0,9.0,2074.0,2854.0,6166.0,5150.0,1294.0,304.0,3015.0,2140.0,5271.0,5319.0,5446.0,5468.0,2494.0,9.0,1996.0,4878.0,5319.0,6084.0,3601.0,2304.0,2158.0,2074.0,3405.0,5319.0,4498.0,4357.0,5011.0,4537.0,4800.0,1851.0,5271.0,5011.0,1400.0,1996.0,4878.0,5319.0,570.0,1340.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4679,6400,5271.0,4659.0,7.0,776.0,2251.0,341.0,3758.0,4537.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4949,3015,1362.0,5322.0,5319.0,2145.0,5468.0,5952.0,2494.0,9.0,976.0,5274.0,5319.0,6102.0,1582.0,453.0,2583.0,1819.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,3015,2074.0,1689.0,776.0,3806.0,906.0,1227.0,5448.0,1509.0,3697.0,899.0,684.0,3953.0,906.0,5845.0,5448.0,5448.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,1174,5798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,4800,3189.0,1158.0,3015.0,4363.0,1340.0,666.0,3413.0,4800.0,4133.0,1340.0,3015.0,3008.0,4800.0,4133.0,1340.0,3015.0,1958.0,4800.0,4133.0,1340.0,3015.0,1958.0,4800.0,4133.0,1340.0,3015.0,3441.0,4800.0,5293.0,1340.0,3015.0,5909.0,4800.0,5293.0,1340.0,3015.0,1136.0,4800.0,5293.0,1340.0,3015.0,2876.0,4800.0,5238.0,1340.0,3015.0,4103.0,4800.0,4133.0,1340.0,3015.0,5657.0,4800.0,4133.0,1340.0,3015.0,4790.0,4800.0,4133.0,1340.0,3015.0,1348.0,4800.0,5293.0,1340.0,3015.0,5759.0,4800.0,5238.0,1340.0,3015.0,3809.0,4800.0,4133.0,1340.0,3015.0,3713.0,4800.0,5293.0,1340.0,3015.0,2069.0,4800.0,4133.0,1340.0,3015.0,1898.0,4800.0,5238.0,1340.0,3015.0,2178.0,4800.0,4133.0,1340.0,1340.0,1376.0,,,,
1731,5945,4800.0,3758.0,1340.0,5468.0,790.0,4397.0,2398.0,5886.0,2158.0,5150.0,2629.0,5156.0,5184.0,3015.0,230.0,299.0,18.0,2311.0,9.0,2114.0,2428.0,1812.0,2940.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4679,3015,2074.0,825.0,4537.0,5468.0,3233.0,341.0,5150.0,2172.0,6014.0,1207.0,2716.0,5029.0,3364.0,5319.0,1227.0,4878.0,6087.0,3697.0,4484.0,9.0,4498.0,4985.0,230.0,5468.0,5979.0,1150.0,2402.0,2525.0,5448.0,4192.0,1034.0,3633.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5933,2513,3015.0,5150.0,6400.0,5322.0,4088.0,4633.0,5468.0,790.0,2678.0,2074.0,241.0,5468.0,5177.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,3533,5468.0,3366.0,554.0,2402.0,5150.0,5979.0,2311.0,304.0,2812.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,1174,3305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383,1376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,3366,6008.0,5468.0,13.0,9.0,5150.0,5261.0,5851.0,9.0,4498.0,3435.0,5319.0,1227.0,4878.0,1174.0,1584.0,906.0,5677.0,5448.0,2073.0,5150.0,1516.0,5319.0,1362.0,5448.0,1174.0,1584.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,4455,5468.0,2291.0,2402.0,2080.0,2506.0,2402.0,5399.0,3989.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,2074,3985.0,5319.0,5360.0,3840.0,1720.0,3015.0,3697.0,2074.0,1631.0,5319.0,2074.0,5720.0,2073.0,2584.0,2986.0,4800.0,2558.0,1340.0,5213.0,5402.0,393.0,4800.0,3027.0,1340.0,3015.0,1415.0,776.0,783.0,3015.0,3695.0,1582.0,2822.0,4800.0,5139.0,5448.0,3015.0,3016.0,3633.0,1340.0,3697.0,5748.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
