0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
2085,973,3068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,1827,497.0,745.0,977.0,1183.0,163.0,1592.0,1827.0,369.0,3592.0,4098.0,2858.0,1827.0,3523.0,4787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3357,2306,6397.0,4399.0,3367.0,5153.0,1827.0,3037.0,1688.0,3045.0,1232.0,681.0,4038.0,1737.0,1592.0,3116.0,4608.0,6125.0,3045.0,3109.0,1232.0,2525.0,4038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3338,5883,1827.0,736.0,5707.0,2040.0,395.0,5731.0,2047.0,1299.0,508.0,62.0,1232.0,6192.0,4038.0,6019.0,3931.0,508.0,5862.0,508.0,3887.0,1900.0,1168.0,2536.0,977.0,2513.0,4600.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,973,5107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,973,866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4773,2007,1099.0,3118.0,5338.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5835,2047,3392.0,863.0,1827.0,5040.0,5785.0,1232.0,4562.0,4038.0,1099.0,3931.0,3592.0,4098.0,5519.0,5738.0,1827.0,1316.0,2685.0,1232.0,3375.0,4038.0,5635.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4631,2741,5480.0,1195.0,2073.0,3771.0,5199.0,3592.0,183.0,4238.0,977.0,2429.0,2040.0,1343.0,835.0,3540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,320,3000.0,3763.0,2194.0,5881.0,1827.0,6245.0,722.0,3801.0,722.0,5145.0,3532.0,1183.0,5364.0,1827.0,5450.0,722.0,2088.0,722.0,5645.0,2047.0,6488.0,6488.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,973,231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5507,2047,5731.0,508.0,1299.0,973.0,685.0,6019.0,3844.0,1168.0,3227.0,508.0,5995.0,4658.0,977.0,5441.0,4600.0,2047.0,6488.0,2047.0,3116.0,6393.0,1183.0,3510.0,6331.0,2047.0,508.0,3887.0,5175.0,5883.0,1827.0,5731.0,2047.0,1299.0,2047.0,508.0,685.0,3000.0,6019.0,5316.0,3931.0,937.0,4799.0,2163.0,977.0,5756.0,4600.0,508.0,5617.0,6477.0,3477.0,1168.0,4098.0,3951.0,1827.0,1149.0,4531.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,1404,4557.0,3116.0,2619.0,2141.0,2047.0,1183.0,1552.0,891.0,6019.0,1621.0,1737.0,691.0,2047.0,3378.0,4195.0,3592.0,3636.0,2624.0,508.0,6129.0,341.0,3116.0,6393.0,2008.0,2276.0,1575.0,3532.0,1183.0,891.0,2047.0,508.0,2482.0,3532.0,1880.0,495.0,1168.0,1846.0,4658.0,650.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5025,508,5676.0,1455.0,1874.0,1827.0,6194.0,508.0,6194.0,2047.0,6488.0,2047.0,6019.0,1413.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,1537,3707.0,4523.0,1099.0,2482.0,1168.0,3686.0,4658.0,3532.0,2281.0,977.0,2174.0,4600.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,6189,6264.0,6293.0,4848.0,152.0,2047.0,3180.0,858.0,508.0,4811.0,2685.0,6019.0,1827.0,1174.0,3863.0,508.0,473.0,1150.0,3322.0,6504.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6338,1370,805.0,6264.0,6293.0,355.0,2047.0,2397.0,508.0,1205.0,4443.0,5435.0,3116.0,4241.0,1183.0,2959.0,1268.0,2047.0,1046.0,3362.0,2047.0,3446.0,508.0,585.0,1827.0,1183.0,3000.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,3606,1232.0,347.0,2047.0,1372.0,4161.0,4038.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,2047,1183.0,1062.0,2491.0,1232.0,1158.0,4038.0,508.0,273.0,1535.0,6019.0,6289.0,3532.0,1231.0,5689.0,3217.0,508.0,6019.0,3887.0,5728.0,3974.0,1183.0,1535.0,2490.0,2619.0,2141.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5507,3532,4725.0,5635.0,2047.0,2988.0,2008.0,4874.0,6293.0,5145.0,1232.0,1284.0,5458.0,4370.0,4038.0,2513.0,5458.0,1952.0,508.0,1513.0,1232.0,1284.0,5458.0,4370.0,4038.0,2513.0,2142.0,1952.0,1952.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1827,4587.0,2233.0,4229.0,1183.0,524.0,982.0,2040.0,878.0,3281.0,1827.0,2542.0,2040.0,853.0,1238.0,3332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,973,4010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,2425,1827.0,4943.0,1820.0,973.0,5810.0,99.0,6293.0,6233.0,5426.0,977.0,2542.0,2040.0,3565.0,1108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,1099,5365.0,770.0,3116.0,1183.0,5487.0,3384.0,3116.0,5811.0,1455.0,1915.0,3116.0,5458.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,1183,6312.0,2065.0,2047.0,1183.0,5113.0,1099.0,1621.0,508.0,3378.0,3592.0,3636.0,2624.0,508.0,6129.0,286.0,977.0,3554.0,3866.0,2047.0,6488.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,3322,2035.0,3592.0,4098.0,1297.0,3911.0,977.0,2513.0,4600.0,1168.0,2619.0,2141.0,2047.0,1183.0,5136.0,3384.0,1099.0,6403.0,3116.0,4098.0,1955.0,2040.0,4031.0,4680.0,2040.0,3061.0,4260.0,508.0,373.0,1168.0,1336.0,4658.0,977.0,4782.0,3011.0,4853.0,3114.0,1232.0,249.0,5773.0,4038.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,3479,5203.0,2047.0,153.0,2458.0,1099.0,770.0,6477.0,1183.0,1966.0,2040.0,1289.0,4385.0,3116.0,3308.0,1265.0,497.0,3162.0,1183.0,1592.0,5574.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5744,473,3116.0,5204.0,1183.0,2988.0,1268.0,3532.0,1183.0,2840.0,2047.0,5422.0,3606.0,2047.0,1294.0,973.0,5810.0,1232.0,597.0,722.0,3311.0,722.0,3479.0,4038.0,2688.0,597.0,4161.0,4941.0,2047.0,3311.0,4161.0,5865.0,2047.0,3479.0,4161.0,755.0,937.0,1022.0,508.0,3240.0,249.0,4161.0,1022.0,4389.0,1547.0,1547.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5465,2047,1183.0,5635.0,1099.0,6403.0,3116.0,4098.0,1955.0,2040.0,4031.0,4680.0,4260.0,2047.0,508.0,373.0,1168.0,5897.0,4658.0,977.0,5458.0,4600.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,4859,6019.0,4424.0,4853.0,2870.0,3166.0,508.0,3887.0,2704.0,977.0,3181.0,5948.0,5203.0,977.0,5039.0,277.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5561,1232,188.0,4158.0,2047.0,4972.0,4038.0,722.0,6482.0,1232.0,4720.0,4038.0,2047.0,4836.0,1232.0,4720.0,4038.0,2047.0,6440.0,1232.0,4720.0,4038.0,2047.0,6440.0,1232.0,4720.0,4038.0,2047.0,1078.0,1232.0,2855.0,4038.0,2047.0,3991.0,1232.0,2855.0,4038.0,2047.0,3710.0,1232.0,2855.0,4038.0,2047.0,515.0,1232.0,3905.0,4038.0,2047.0,2827.0,1232.0,4720.0,4038.0,2047.0,41.0,1232.0,4720.0,4038.0,2047.0,2997.0,1232.0,4720.0,4038.0,2047.0,1570.0,1232.0,2855.0,4038.0,2047.0,6136.0,1232.0,3905.0,4038.0,2047.0,832.0,1232.0,4720.0,4038.0,2047.0,2122.0,1232.0,2855.0,4038.0,2047.0,4655.0,1232.0,4720.0,4038.0,2047.0,1037.0,1232.0,3905.0,4038.0,2047.0,234.0,1232.0,4720.0,4038.0,4038.0,3606.0,,,,,,,
1795,1183,5078.0,2040.0,2308.0,2047.0,740.0,569.0,5490.0,1122.0,508.0,3678.0,6477.0,5108.0,4457.0,679.0,2475.0,2047.0,6088.0,6019.0,5041.0,937.0,48.0,2735.0,1099.0,966.0,937.0,1069.0,1232.0,3905.0,4038.0,1952.0,6285.0,1232.0,6277.0,4038.0,2040.0,48.0,1232.0,4759.0,4038.0,1952.0,6213.0,1952.0,6437.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,428,6343.0,1099.0,3760.0,937.0,836.0,3627.0,3105.0,4707.0,6293.0,4757.0,6293.0,937.0,3810.0,1135.0,4178.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,973,1790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,4098,2431.0,2425.0,2047.0,6303.0,4287.0,1827.0,4562.0,1232.0,3920.0,4038.0,1099.0,770.0,3116.0,4098.0,5635.0,3647.0,1187.0,4287.0,1827.0,2132.0,1139.0,3234.0,2047.0,2193.0,4287.0,1827.0,5906.0,1139.0,3234.0,2047.0,508.0,4591.0,4287.0,1827.0,3636.0,2624.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,2141,1827.0,1183.0,3982.0,1099.0,4385.0,1232.0,1846.0,5445.0,4665.0,4038.0,4697.0,3116.0,3586.0,5445.0,508.0,3067.0,1168.0,2735.0,2141.0,977.0,2174.0,4600.0,2047.0,508.0,3887.0,6094.0,1041.0,3116.0,5324.0,5445.0,3532.0,5756.0,4600.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,2131,1827.0,1183.0,497.0,2047.0,1183.0,2445.0,1099.0,4449.0,3592.0,3012.0,1232.0,2142.0,2094.0,4408.0,4128.0,4038.0,508.0,1183.0,458.0,2320.0,1099.0,3378.0,3592.0,3252.0,1232.0,3479.0,4128.0,4038.0,508.0,2482.0,690.0,5962.0,3418.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,497,1827.0,2231.0,1232.0,4068.0,4287.0,2047.0,519.0,799.0,4038.0,2047.0,2824.0,858.0,3104.0,1232.0,2270.0,4287.0,2047.0,981.0,799.0,4038.0,2047.0,3742.0,1232.0,3816.0,4287.0,2047.0,4034.0,799.0,4038.0,2047.0,2762.0,1843.0,1232.0,4254.0,4287.0,2047.0,3102.0,799.0,4038.0,2047.0,6437.0,1232.0,6342.0,4128.0,2047.0,1605.0,799.0,4038.0,2047.0,508.0,80.0,1232.0,4392.0,4128.0,2047.0,732.0,799.0,4038.0,3592.0,1183.0,35.0,93.0,1140.0,722.0,5908.0,722.0,3464.0,722.0,881.0,722.0,1866.0,722.0,3269.0,1099.0,2704.0,4819.0,1042.0,2866.0,3116.0,2179.0,4658.0,977.0,266.0,3606.0,,,,,,,,,,,,,,,,,,,,
1230,4122,977.0,4842.0,4600.0,2047.0,1183.0,4260.0,1099.0,6094.0,3116.0,2870.0,2141.0,4557.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,2502,1168.0,6291.0,4658.0,977.0,2142.0,3011.0,2047.0,1183.0,2445.0,1099.0,5046.0,937.0,691.0,508.0,2482.0,650.0,1168.0,1846.0,4658.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5561,1232,188.0,4158.0,2047.0,4972.0,4038.0,722.0,2696.0,1232.0,1321.0,4038.0,2047.0,4857.0,1232.0,4720.0,4038.0,2047.0,5167.0,1232.0,4720.0,4038.0,2047.0,5245.0,1232.0,3905.0,4038.0,2047.0,3991.0,1232.0,2855.0,4038.0,2047.0,1886.0,1232.0,4720.0,4038.0,2047.0,1887.0,1232.0,3905.0,4038.0,2047.0,1255.0,1232.0,4720.0,4038.0,2047.0,1983.0,1232.0,2855.0,4038.0,2047.0,1774.0,1232.0,2855.0,4038.0,2047.0,1977.0,1232.0,2855.0,4038.0,2047.0,4033.0,1232.0,4720.0,4038.0,2047.0,1639.0,1232.0,3905.0,4038.0,2047.0,1769.0,1232.0,4720.0,4038.0,2047.0,859.0,1232.0,4720.0,4038.0,2047.0,2747.0,1232.0,4720.0,4038.0,3606.0,,,,,,,,,,,,,,,,,,
5465,1183,3384.0,1099.0,1621.0,508.0,2482.0,3532.0,2281.0,1168.0,3686.0,4658.0,977.0,4408.0,4600.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4099,3592,5092.0,19.0,6341.0,2094.0,19.0,6341.0,5450.0,2016.0,1535.0,6019.0,5159.0,937.0,4098.0,6272.0,6312.0,4978.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,5749,2040.0,5136.0,4523.0,3498.0,1099.0,5071.0,977.0,5450.0,5541.0,3974.0,4513.0,2210.0,5274.0,2047.0,508.0,1183.0,5635.0,1099.0,3237.0,70.0,258.0,4098.0,5645.0,329.0,335.0,1334.0,1042.0,277.0,3592.0,1183.0,6451.0,1638.0,2331.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,973,3786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2047,1284.0,2040.0,3344.0,2120.0,1232.0,1092.0,4038.0,1099.0,257.0,937.0,3554.0,6193.0,3565.0,3495.0,3532.0,5450.0,6374.0,829.0,4725.0,5635.0,508.0,3589.0,4637.0,3532.0,2633.0,5816.0,1168.0,3690.0,4658.0,977.0,4842.0,4600.0,4600.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5598,2841,1099.0,1494.0,3532.0,5364.0,3116.0,6234.0,1183.0,1208.0,1827.0,2730.0,3116.0,3285.0,5428.0,3532.0,1144.0,3913.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5945,508,974.0,3826.0,6019.0,5687.0,1838.0,2743.0,1232.0,1846.0,4128.0,4038.0,4202.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3623,508,5919.0,4767.0,1827.0,3674.0,2040.0,6480.0,6244.0,5373.0,937.0,1183.0,6312.0,4120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,4853,2281.0,2047.0,1183.0,5699.0,1966.0,1099.0,5230.0,3532.0,4098.0,1437.0,508.0,373.0,3116.0,5116.0,4658.0,3116.0,1102.0,1183.0,4523.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,4308,1535.0,6019.0,5159.0,6293.0,5464.0,722.0,1455.0,4673.0,1468.0,3437.0,2396.0,1232.0,2847.0,6374.0,4038.0,508.0,153.0,1178.0,2396.0,1232.0,2847.0,6374.0,4038.0,2047.0,1455.0,4782.0,1232.0,2728.0,6374.0,1062.0,3553.0,4038.0,2047.0,6429.0,6398.0,1455.0,1535.0,6019.0,5159.0,1838.0,4098.0,2606.0,2040.0,3610.0,5612.0,1232.0,5671.0,6374.0,4048.0,1843.0,2047.0,3769.0,1843.0,2047.0,1515.0,1843.0,4038.0,508.0,3459.0,3116.0,1183.0,4405.0,1455.0,3592.0,273.0,5635.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,4098,2431.0,2425.0,2047.0,3311.0,799.0,1827.0,783.0,6411.0,3592.0,499.0,1099.0,4424.0,3532.0,4701.0,1232.0,597.0,4128.0,4038.0,508.0,3868.0,740.0,1232.0,2638.0,3912.0,5600.0,4038.0,1099.0,770.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,5914,3592.0,5899.0,3362.0,6019.0,5159.0,258.0,1183.0,6312.0,4120.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
